Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
430,431,"['church', 'choos', 'requir', 'enough', 'add', 'tabl', 'avoid', 'american', 'space', 'countri']",['entrepreneurship'],"['road', 'environ', 'rais']","['social', 'soon', 'fli', 'take', 'key', 'societi', 'thu', 'player', 'though', 'work']","['caus', 'heavi', 'glass', 'effort', 'avoid', 'technolog', 'blood', 'oil', 'inde', 'ye']","['dream', 'center', 'nice', 'shoulder', 'budget', 'ten', 'imag', 'air', 'cours', 'growth', 'could', 'nearli']","['capit', 'build', 'difficult', 'major', 'babi', 'small', 'worker', 'near', 'throughout', 'account', 'project', 'boy', 'stand', 'benefit', 'deep', 'challeng', 'two', 'popular', 'blue', 'direct']",,,,
431,432,"['final', 'creat', 'staff', 'american', 'local', 'girl', 'militari', 'site', 'answer', 'similar', 'recent', 'parent', 'sound', 'north']","['career', 'develop']","['scientist', 'parti', 'wide', 'blood', 'mouth', 'elect', 'nearli', 'hot', 'cup']","['rich', 'cultur', 'make', 'store', 'mr', 'either', 'mayb', 'togeth', 'second', 'see']","['food', 'cost', 'read', 'marriag', 'sit', 'middl', 'light', 'law', 'eat', 'rate']",,,,,,
432,433,"['govern', 'news', 'reason', 'natur', 'popular', 'call', 'high', 'market', 'product', 'societi', 'number', 'water', 'earli', 'view', 'film', 'inform', 'happen', 'kind']",['histori'],"['truth', 'call', 'energi']","['commerci', 'yard', 'sign', 'confer', 'howev']","['u', 'court', 'fear', 'white', 'pm', 'democrat', 'day']","['assum', 'new', 'democrat', 'health', 'method', 'wall', 'kind', 'teach', 'risk', 'two', 'suffer', 'best', 'audienc', 'away']",,,,,
433,434,"['institut', 'none', 'coach', 'rate', 'group', 'partner', 'cold', 'structur', 'person', 'easi', 'program', 'support']","['climat', 'chang']","['heavi', 'establish', 'bank', 'littl', 'compani', 'water', 'month', 'especi', 'kind', 'train', 'book', 'grow', 'ga']","['space', 'issu', 'simpli', 'water', 'studi', 'perhap', 'develop', 'new', 'citizen', 'last', 'success', 'reach', 'per', 'outsid', 'simpl', 'might', 'great', 'author']","['messag', 'free', 'rather', 'eight', 'move', 'act', 'husband', 'posit', 'confer', 'fall', 'gun']","['variou', 'custom', 'fear']","['number', 'none', 'physic', 'middl', 'discuss', 'meet', 'war', 'fight', 'north']","['speak', 'quickli', 'earli', 'give', 'address', 'probabl', 'kind', 'order', 'forget', 'see', 'centuri', 'right', 'histori', 'issu', 'local']","['economi', 'draw', 'tabl', 'discov', 'employe', 'interest', 'howev', 'town', 'past']","['point', 'evid', 'form', 'offic', 'three', 'gener', 'seri', 'recent', 'night', 'rise', 'buy', 'six', 'campaign']",
434,435,"['polici', 'light', 'staff', 'road', 'feel']",['histori'],"['play', 'sea', 'first', 'win', 'design', 'compani', 'oper', 'choic', 'articl', 'follow', 'catch', 'economi', 'noth', 'everyth', 'sign', 'base', 'centuri', 'particularli']","['list', 'weight', 'old', 'magazin', 'hit', 'task', 'old', 'discus', 'protect', 'nice', 'particip', 'drug', 'democrat']","['servic', 'old', 'charact', 'other', 'phone', 'type', 'white', 'rule', 'event', 'pattern', 'theori', 'goal', 'manag', 'howev', 'account', 'develop', 'program', 'light', 'condit', 'drug', 'improv', 'hot']",,,,,,
435,436,"['room', 'govern', 'next', 'short', 'build', 'perform', 'religi', 'attorney', 'seem', 'move', 'tax', 'sign']",['cybersecur'],"['tabl', 'race', 'speech', 'compar', 'perform', 'manag', 'congress', 'quickli', 'would', 'challeng', 'factor', 'watch', 'break', 'messag', 'first', 'around', 'growth']","['similar', 'admit', 'class', 'decid', 'minut', 'firm', 'hand', 'avail', 'name', 'church', 'decis', 'newspap', 'product', 'also', 'drive', 'scientist']","['build', 'discus', 'expert', 'experi', 'condit', 'adult', 'avoid', 'differ', 'fund', 'research', 'feel']",,,,,,
436,437,"['assum', 'final', 'board', 'interest', 'properti', 'blood', 'attack']",['blockchain'],"['present', 'father', 'half', 'financi', 'paint', 'pattern', 'memori', 'often', 'instead', 'effort']","['issu', 'staff', 'right', 'issu', 'sign', 'adult', 'war', 'movement', 'rise', 'mind', 'reflect', 'abl', 'affect', 'perform', 'sound', 'goal', 'toward', 'develop', 'strategi', 'war', 'rate', 'attorney', 'final', 'current', 'must', 'valu', 'film', 'return', 'man', 'allow', 'star']","['radio', 'kind', 'author', 'includ', 'mind', 'camera', 'bear', 'human', 'newspap', 'futur', 'box', 'anim', 'happen', 'rather', 'phone', 'foot', 'eat']",,,,,,
437,438,"['trip', 'worker', 'although', 'radio', 'address', 'confer']","['space', 'explor']","['treat', 'accord', 'treat', 'sometim']","['colleg', 'produc', 'human', 'surfac', 'fish', 'goal', 'mani', 'space']","['kid', 'debat', 'form', 'shake', 'short', 'industri', 'suggest', 'avail']","['also', 'movement', 'peac', 'group', 'space', 'el', 'strategi', 'data', 'physic']","['stand', 'offer', 'everi', 'administr', 'abil', 'right', 'note', 'oil', 'charg', 'feel', 'rich', 'tri', 'bill', 'lay', 'institut', 'special', 'idea', 'million', 'space', 'feel']","['specif', 'past', 'agreement', 'without', 'attent', 'perform', 'stage', 'kitchen', 'two', 'seri', 'simpl']",,,
438,439,"['boy', 'inform', 'success', 'alon', 'let', 'much', 'end', 'budget', 'physic']","['environment', 'scienc']","['signific', 'everybodi', 'total', 'food', 'top', 'small', 'look', 'green', 'away', 'though', 'beat', 'dark', 'abl', 'friend']","['forget', 'enjoy', 'account', 'somebodi', 'thing', 'cell', 'late', 'break', 'laugh', 'invest', 'act', 'usual', 'best', 'serv', 'recent']","['action', 'region', 'month', 'address']","['power', 'place', 'contain', 'resourc', 'prevent', 'hold', 'hope', 'watch', 'offic', 'theori', 'enter', 'firm', 'colleg', 'shake', 'mouth', 'remain', 'particular', 'old']","['other', 'reflect', 'stop', 'focu', 'alon', 'tradit', 'skill', 'key', 'realiz', 'full', 'bring', 'subject', 'fact', 'wide', 'suggest', 'start', 'foot', 'forc', 'thousand', 'main', 'loss', 'similar']","['reveal', 'relationship', 'clearli', 'way', 'tell', 'first', 'throughout', 'sometim', 'popular', 'sever', 'card', 'abl', 'moment', 'perform', 'attack', 'offici', 'card', 'amount', 'star', 'dog']",,,
439,440,"['centuri', 'impact', 'along', 'prove', 'build', 'bill', 'whole', 'manag', 'natur', 'popular', 'end', 'tough']","['artifici', 'intellig']","['seek', 'local', 'industri', 'deal', 'littl', 'later', 'well', 'nearli', 'gun', 'produc', 'woman', 'matter', 'wall', 'care', 'light']","['surfac', 'per', 'republican', 'truth', 'base', 'even', 'attent', 'catch', 'approach', 'see', 'win', 'process', 'area']","['improv', 'rise', 'teacher']","['walk', 'even', 'option', 'must']","['bar', 'offer', 'product', 'interest', 'major', 'star', 'program', 'might', 'place', 'thought']","['figur', 'radio', 'administr', 'well', 'mouth', 'add', 'window', 'pressur', 'larg', 'modern']","['head', 'adult', 'unit', 'consum']","['hard', 'area', 'indic', 'care', 'interview', 'whole', 'offer', 'nation', 'subject', 'soldier', 'store', 'word', 'north']",
440,441,"['truth', 'american', 'life', 'offic', 'real', 'everyon']","['space', 'explor']","['network', 'thank', 'babi', 'produc']","['everi', 'difficult', 'green', 'race', 'close', 'pay', 'quit', 'entir', 'sell']","['lot', 'plant', 'religi', 'truth', 'bank', 'step', 'stage', 'mr', 'mind', 'note', 'rang']","['whatev', 'yeah', 'price', 'clear', 'clearli', 'level', 'thu', 'car', 'amount', 'design', 'rather', 'head', 'budget', 'law', 'bit', 'repres', 'possibl', 'big', 'pattern', 'popular', 'take']","['cultur', 'reach', 'summer', 'hous', 'happi', 'practic', 'without', 'bank', 'readi', 'senior']","['enough', 'pressur', 'bear', 'train', 'earli']","['hit', 'clear', 'third', 'mr', 'health', 'sort', 'manag']","['easi', 'worker', 'anyon']","['high', 'truth', 'whatev', 'often', 'suffer', 'special', 'busi', 'fast', 'suffer', 'player', 'current']"
441,442,"['past', 'water', 'walk', 'hope', 'continu', 'travel', 'let', 'natur', 'fli', 'realli', 'morn', 'variou']","['artifici', 'intellig']","['variou', 'feel', 'usual', 'time', 'paint', 'seek', 'social', 'star', 'big']","['support', 'posit', 'variou', 'care', 'glass', 'creat', 'wind', 'sound', 'affect', 'enough', 'edg', 'hair', 'involv', 'messag', 'machin', 'black', 'million', 'strategi']","['maintain', 'doctor', 'manag', 'babi', 'knowledg', 'market', 'capit']",,,,,,
442,443,"['door', 'sing', 'describ', 'lot', 'treatment', 'hear', 'focu']","['quantum', 'comput']","['give', 'rang', 'tabl', 'system', 'spring', 'page', 'fli', 'make', 'differ', 'commerci', 'level', 'daughter', 'entir', 'respons', 'put']","['let', 'effect', 'feel', 'entir', 'specif', 'front', 'determin', 'secur', 'polic', 'put', 'howev', 'research', 'case', 'check', 'must', 'program', 'reveal', 'blue', 'crime', 'voic', 'studi', 'discov', 'mayb', 'arm', 'think', 'republican', 'fast']","['least', 'well', 'hand', 'protect', 'collect', 'street', 'hard', 'standard', 'first']","['eye', 'control', 'pictur', 'around', 'ever', 'mind', 'throw', 'daughter', 'deal', 'realiz', 'appear', 'expert', 'million', 'shake', 'environ']","['forc', 'famili', 'mayb', 'parti', 'question', 'profession', 'past', 'sometim', 'ten', 'last', 'cover', 'pm', 'door', 'seven', 'exactli']",,,,
443,444,"['reveal', 'recogn', 'war', 'qualiti', 'rang', 'budget', 'analysi']",['histori'],"['intern', 'standard', 'whatev', 'hospit', 'town', 'hospit', 'major', 'democrat', 'anim', 'economi', 'believ', 'listen']","['cultur', 'show', 'travel', 'six', 'feel', 'throughout', 'good', 'exist', 'far', 'front', 'view', 'smile', 'opportun', 'good', 'exist', 'card', 'occur', 'issu', 'articl', 'alreadi', 'live']","['east', 'develop', 'great', 'drive', 'writer', 'leg', 'although', 'anim', 'per', 'consum', 'woman', 'mouth']",,,,,,
444,445,"['ago', 'inde', 'total', 'view', 'member', 'middl', 'last', 'wall', 'radio']","['space', 'explor']","['six', 'someth', 'actual', 'anoth']","['colleg', 'paper', 'money', 'stop', 'game']","['court', 'requir', 'oper', 'happi', 'avoid', 'area', 'face', 'adult', 'station', 'agent', 'serv', 'prevent', 'clearli', 'call', 'rise']",,,,,,
445,446,"['process', 'thing', 'event', 'instead', 'song', 'hot', 'qualiti']","['machin', 'learn']","['cost', 'ok', 'focu', 'case', 'last', 'find', 'centuri', 'top', 'safe', 'arriv', 'tend', 'appear', 'camera', 'year', 'polit', 'imagin', 'writer', 'blood', 'area', 'everyth', 'everyon', 'appear', 'though']","['region', 'challeng', 'noth', 'thank', 'night', 'last', 'interview']","['per', 'sinc', 'six', 'pm', 'energi', 'yard', 'seriou', 'machin', 'evid', 'plan', 'per', 'treat', 'number', 'mr', 'man']","['writer', 'summer', 'catch', 'human', 'consum', 'manag', 'among', 'chang', 'part', 'charg', 'art', 'common', 'know']","['even', 'pay', 'parti', 'individu', 'person', 'much', 'light', 'plant', 'agenc', 'mean', 'attent', 'word', 'free', 'end', 'everyth', 'half', 'ask', 'provid', 'per']","['join', 'bit', 'action', 'finish', 'still']","['middl', 'order', 'relationship', 'mission', 'cut', 'watch', 'popular', 'new', 'troubl', 'interest', 'half', 'rock', 'mani', 'form', 'law', 'thing', 'fish', 'test', 'five', 'mother', 'could', 'realiti', 'attorney', 'take', 'hit', 'light']",,
446,447,"['simpli', 'friend', 'decid', 'mean', 'phone', 'green']","['climat', 'chang']","['notic', 'score', 'member', 'across', 'beat']","['street', 'offic', 'set', 'structur', 'dark', 'behind', 'church', 'ball', 'focu', 'u', 'scienc', 'think', 'cell', 'technolog', 'rise', 'bill', 'risk', 'polit', 'leader', 'place', 'condit', 'floor', 'spring', 'model']","['respons', 'interest', 'busi', 'qualiti', 'amount', 'social', 'right', 'paper', 'seri', 'might', 'confer', 'manag', 'one']","['land', 'garden', 'ball', 'buy', 'bad', 'natur', 'local', 'feel', 'end', 'recent', 'lawyer', 'tough', 'shoulder', 'movement', 'even', 'short', 'choic']",,,,,
447,448,"['staff', 'save', 'know', 'hand', 'thousand', 'sport']","['health', 'fit']","['abil', 'speak', 'citi', 'cours', 'execut', 'meet', 'give', 'go', 'hous']","['argu', 'beat', 'term']","['whole', 'discus', 'feel', 'variou', 'cold', 'top', 'pm']","['would', 'pattern', 'full', 'cost', 'tax', 'compar', 'contain', 'mean', 'hous', 'clearli', 'parti', 'stuff', 'certain', 'step', 'leader', 'world', 'matter']",,,,,
448,449,"['offer', 'success', 'audienc', 'say', 'presid', 'differ', 'mind', 'cultur', 'part', 'entir', 'behavior', 'name']",['sociolog'],"['mention', 'control', 'way', 'leader']","['miss', 'total', 'purpos', 'mean', 'famili', 'fall', 'option', 'attorney', 'keep', 'paint', 'mean', 'bank', 'usual', 'almost', 'half']","['race', 'son', 'rather', 'result', 'method', 'intern', 'magazin', 'class', 'well', 'break', 'program']","['stop', 'continu', 'individu', 'entir', 'quickli', 'firm', 'could', 'number', 'time', 'agenc', 'yeah', 'approach', 'program', 'commerci', 'chang', 'think', 'hear', 'team', 'admit', 'think', 'newspap', 'write']","['current', 'establish', 'cover', 'final', 'current', 'intern', 'last', 'blue', 'charact', 'work', 'wide']","['part', 'question', 'natur', 'team', 'especi', 'worri', 'agent', 'live', 'writer', 'partner', 'especi', 'bag', 'item', 'threat', 'peopl']",,,
449,450,"['world', 'five', 'lose', 'oper', 'commun', 'least', 'everyth']",['robot'],"['mayb', 'centuri', 'imagin', 'professor', 'major', 'work', 'occur', 'still', 'size', 'el', 'futur', 'busi', 'pattern', 'half', 'administr', 'thank', 'clearli', 'someon', 'film', 'address', 'manag', 'buy', 'hand', 'present', 'polit', 'particularli']","['seriou', 'present', 'perform', 'arm', 'forward', 'grow', 'pay', 'bank', 'particularli', 'song', 'control', 'provid', 'air', 'sing', 'middl', 'say', 'late', 'discov', 'howev', 'receiv', 'whole', 'say', 'entir']","['suddenli', 'newspap', 'discuss', 'item', 'minut', 'hair', 'larg', 'valu', 'paper']",,,,,,
450,451,"['firm', 'produc', 'full', 'mission', 'run', 'leader', 'hand', 'even', 'govern', 'call', 'troubl']","['climat', 'chang']","['rather', 'next', 'respons', 'partner', 'memori', 'choic', 'produc', 'human', 'social', 'popular', 'poor', 'experi', 'movi', 'draw']","['behavior', 'answer', 'sever', 'includ', 'standard', 'hundr', 'tonight', 'mention', 'need', 'new', 'piec']","['child', 'five', 'still', 'tv', 'paint', 'budget', 'ok', 'push', 'low', 'half', 'vote', 'well', 'half', 'structur']","['ground', 'intern', 'exampl', 'intern', 'polit', 'specif', 'interest', 'grow', 'father', 'reason', 'size', 'cours', 'attack', 'month', 'reach', 'amount', 'like', 'often', 'prepar', 'intern', 'next', 'poor']","['technolog', 'societi', 'newspap', 'base', 'discus']","['like', 'tough', 'paint', 'everybodi']","['particip', 'song', 'cold', 'teach', 'brother', 'seriou', 'stage', 'fill', 'student', 'reflect', 'week', 'ahead', 'pas', 'amount', 'campaign', 'articl', 'unit', 'focu', 'data', 'argu']",,
451,452,"['perhap', 'worker', 'elect', 'subject']",['educ'],"['affect', 'decis', 'scientist', 'public', 'think', 'take', 'close', 'posit', 'four', 'anyon', 'stock', 'bit']","['gener', 'reflect', 'low', 'major']","['administr', 'societi', 'suggest', 'prepar', 'state', 'close', 'church', 'stage', 'process', 'guess', 'per', 'drive', 'woman', 'start', 'ok']",,,,,,
452,453,"['offic', 'worri', 'whose', 'scene', 'ten', 'stay', 'mani', 'piec', 'cost', 'whether', 'discus', 'inform', 'year', 'senior']",['psycholog'],"['write', 'believ', 'gun', 'bank', 'stori', 'relat']","['want', 'skin', 'still', 'still']","['dream', 'leg', 'coach', 'back', 'movement', 'environment', 'chanc']","['thousand', 'turn', 'ever', 'bill', 'expect', 'candid', 'style', 'special', 'often', 'social']",,,,,
453,454,"['leader', 'bank', 'rest', 'debat', 'fear', 'simpli', 'visit', 'read']","['space', 'explor']","['begin', 'pm', 'nearli', 'republican', 'woman', 'lead', 'attent', 'top', 'letter', 'hit', 'clear', 'variou', 'establish', 'spring', 'thought', 'hot', 'pretti', 'first', 'budget']","['get', 'suffer', 'weight', 'yeah', 'busi', 'might', 'reduc', 'red', 'situat', 'articl', 'memori', 'like', 'plant', 'recogn', 'explain', 'feel', 'partner', 'el', 'thing', 'write', 'rang', 'particular']","['import', 'three', 'fund', 'thing', 'recent', 'figur', 'push', 'begin', 'method', 'noth', 'end', 'attorney', 'owner', 'blue', 'stuff', 'import', 'blue', 'recogn', 'particip', 'eye', 'answer', 'scienc', 'experi', 'give', 'model', 'husband', 'radio']","['charg', 'bill', 'impact', 'without', 'establish', 'record', 'wall', 'possibl', 'also', 'fall']","['star', 'test', 'cup', 'mission', 'one', 'enter', 'letter', 'anyth', 'anoth', 'invest', 'kitchen', 'light', 'line', 'deep', 'messag', 'requir', 'stop', 'get', 'sea', 'recent', 'nice', 'mr', 'pay', 'respond', 'protect', 'staff', 'gener']","['one', 'recent']","['attent', 'stand', 'instead', 'involv', 'gener', 'imag', 'paint', 'artist', 'fli', 'offic', 'much', 'foreign', 'technolog', 'fire', 'detail', 'know', 'inform', 'collect', 'kid', 'appear', 'requir', 'worri', 'suddenli', 'art']","['rais', 'network', 'lawyer', 'mind', 'tax', 'citi', 'morn', 'exist', 'reason', 'leg', 'compar']","['heavi', 'dark', 'note', 'option', 'citizen']"
454,455,"['field', 'experi', 'deal', 'true', 'major', 'offici', 'lot', 'main']",['educ'],"['door', 'power', 'item', 'line', 'bank', 'wind', 'recent', 'data', 'per', 'past', 'camera', 'colleg', 'process', 'govern', 'sit', 'sometim', 'worri', 'find']","['although', 'effort', 'use', 'note', 'relationship', 'seriou', 'short', 'south', 'teacher', 'head', 'case']","['hear', 'el', 'reflect', 'day', 'deal', 'southern']","['invest', 'risk', 'social', 'start', 'enough', 'rate', 'kid']","['visit', 'box', 'tri', 'figur', 'board', 'alreadi', 'win', 'land', 'radio', 'nice', 'like', 'manag', 'sit', 'upon']","['test', 'money', 'grow', 'organ', 'answer', 'account', 'paper', 'establish', 'articl', 'less']","['success', 'guy']","['window', 'interest', 'job', 'full', 'class', 'write', 'arm', 'home', 'long', 'centuri', 'think', 'spend']","['stay', 'game', 'support', 'memori', 'countri', 'stop']"
455,456,"['polici', 'someth', 'pas', 'last', 'coupl', 'improv', 'wind', 'cours']","['space', 'explor']","['certain', 'el', 'within', 'blood', 'end', 'democrat', 'firm', 'reduc', 'offic', 'presid', 'movi', 'agre', 'presid', 'method']","['activ', 'break', 'happi', 'thank', 'gun', 'away', 'feel', 'check', 'air']","['candid', 'medium', 'big', 'indic', 'feder', 'growth', 'occur', 'hand', 'similar', 'manag', 'lawyer', 'threat', 'posit', 'decad', 'oper']",,,,,,
456,457,"['see', 'commerci', 'despit', 'risk', 'alway', 'exactli']","['digit', 'market']","['secur', 'south', 'avoid', 'suddenli', 'tax', 'guy']","['strong', 'move', 'save', 'travel', 'anim', 'famili', 'news', 'find', 'feder', 'sever', 'age', 'buy', 'ago', 'televis', 'look', 'rich', 'congress']","['alon', 'among', 'dream', 'throw', 'offic', 'suddenli', 'valu', 'societi', 'ask', 'center', 'account', 'often', 'mani', 'catch', 'enter', 'success', 'forward']","['meet', 'oil', 'check', 'spend', 'event', 'togeth', 'would', 'troubl', 'region', 'owner', 'ten', 'bodi', 'within', 'brother', 'weight', 'treatment']",,,,,
457,458,"['wall', 'return', 'discuss', 'region']","['person', 'financ']","['fast', 'natur', 'ask', 'think', 'paint', 'capit', 'lead', 'noth', 'box', 'enjoy', 'bar', 'statement', 'week', 'enter', 'ground', 'senior', 'energi', 'senior', 'deep']","['polit', 'larg', 'respons', 'public', 'abl', 'cost', 'sport', 'hospit', 'center', 'almost', 'visit']","['sing', 'materi', 'fund', 'howev', 'paint', 'move', 'part', 'build', 'forget', 'includ', 'anim', 'dinner', 'newspap', 'player', 'hit', 'turn', 'tree', 'onto']","['market', 'discuss', 'financi', 'staff', 'name', 'avoid', 'tend', 'properti', 'turn']","['direct', 'cut', 'old', 'forget', 'wall', 'educ', 'produc', 'effort', 'sourc', 'mission', 'stop']","['news', 'clear', 'air', 'page', 'career', 'even', 'must', 'approach', 'hospit', 'histori', 'start', 'seek', 'religi', 'occur', 'cultur', 'like', 'maintain', 'trade', 'deep', 'team', 'nearli', 'great', 'lawyer']","['agreement', 'even', 'end', 'provid', 'miss', 'expert']","['bear', 'action', 'hard', 'result', 'friend', 'polit', 'ask']","['sen', 'lead', 'feel', 'would', 'almost', 'treatment', 'govern', 'anyon', 'center', 'high', 'record', 'guess', 'hit', 'billion']"
458,459,"['floor', 'manag', 'sing', 'town', 'stand', 'tend', 'rang', 'opportun', 'give', 'behind', 'help', 'wall', 'final', 'look', 'bodi', 'polit', 'brother']","['climat', 'chang']","['soldier', 'littl', 'set', 'lot', 'social', 'think', 'charg', 'remain', 'would', 'mind', 'chair', 'avoid', 'approach', 'back', 'morn', 'improv', 'affect', 'countri', 'simpli', 'religi', 'languag', 'structur', 'rest', 'appear', 'chair', 'sell', 'help']","['rest', 'busi', 'help', 'campaign', 'congress', 'glass', 'eye', 'return', 'bed', 'believ']","['local', 'rule', 'less', 'gun', 'good', 'decid', 'brother', 'includ', 'leader', 'seriou', 'pm', 'indic', 'probabl', 'forc', 'final', 'per', 'dog', 'reduc']","['rest', 'land', 'wind', 'game', 'thing', 'yeah', 'newspap', 'walk', 'system', 'research', 'home', 'away', 'record', 'manag', 'mani', 'receiv', 'yeah', 'case']",,,,,
459,460,"['worri', 'talk', 'situat', 'like', 'stage', 'activ', 'peac', 'go', 'billion', 'next', 'languag', 'star', 'studi', 'suggest', 'school', 'actual']","['machin', 'learn']","['foreign', 'move', 'behavior', 'woman', 'dog', 'mother', 'good', 'movi', 'simpli', 'play', 'low', 'trip', 'job', 'goal', 'rich', 'short', 'report', 'valu', 'coupl']","['woman', 'test', 'mr', 'look', 'seri', 'man', 'collect', 'laugh', 'treat', 'point', 'hand', 'big', 'sort', 'increas', 'realiti']","['upon', 'commerci', 'feder', 'plant', 'newspap', 'near', 'buy', 'seri', 'lot', 'heavi', 'let', 'comput']","['present', 'littl', 'fast', 'sign', 'articl', 'fli', 'social', 'result', 'interest', 'realiz', 'total', 'high', 'across', 'pick', 'explain', 'expect', 'degre', 'station']","['goal', 'drop', 'role']","['citizen', 'skill', 'allow', 'order', 'mr', 'lose', 'mission', 'someth', 'new', 'career', 'go', 'still', 'quit', 'visit', 'chanc', 'month', 'process', 'design', 'popul', 'road', 'carri', 'summer', 'begin']",,,
460,461,"['recent', 'field', 'beat', 'space', 'appear', 'box', 'pm']","['person', 'financ']","['foot', 'human', 'pm', 'attorney', 'chair', 'ahead', 'true', 'new', 'side', 'el', 'size', 'though', 'natur', 'director']","['high', 'use', 'whether', 'blood', 'custom', 'develop', 'huge', 'yet', 'heart', 'local', 'studi', 'speak', 'away', 'left', 'quit']","['troubl', 'whose', 'manag', 'brother', 'matter', 'abil', 'phone', 'front', 'board', 'small']","['local', 'famili', 'medium', 'budget', 'develop', 'ten', 'also', 'inde', 'ahead', 'worker', 'think', 'play', 'reach']","['interest', 'wait', 'career', 'suggest', 'suddenli', 'oil', 'accept']",,,,
461,462,"['agent', 'paint', 'record', 'discov', 'million', 'full', 'stock']","['health', 'fit']","['fine', 'fine', 'western', 'child', 'societi', 'top', 'friend', 'product', 'site', 'happen', 'carri', 'parti', 'littl', 'old', 'step', 'light', 'discus', 'person']","['dream', 'beauti', 'also', 'comput', 'oil', 'game', 'may', 'draw', 'whose', 'clearli', 'real', 'war', 'yet', 'ball', 'ground', 'consid', 'treat', 'knowledg', 'class', 'million', 'reveal', 'feel', 'provid']","['fli', 'hold', 'develop', 'fast', 'small', 'properti', 'game', 'director', 'check', 'see', 'medic', 'even']","['thank', 'offer', 'wonder', 'close', 'discus', 'forward', 'citizen', 'skin']","['seriou', 'import', 'write', 'ahead', 'whose', 'commerci']","['medium', 'put', 'chair', 'want', 'outsid', 'suggest', 'particularli', 'news', 'presid', 'sometim', 'pressur', 'even', 'pull']","['condit', 'industri', 'recent', 'factor', 'nice', 'govern', 'scene', 'colleg', 'tough', 'laugh']","['avoid', 'soldier', 'crime', 'interest', 'paint']","['note', 'western', 'artist', 'home', 'half', 'tell', 'earli', 'mention', 'appear', 'human', 'fall', 'letter', 'main', 'special']"
462,463,"['wish', 'product', 'realiti', 'woman', 'writer', 'kitchen', 'wide', 'long', 'form', 'read']",['blockchain'],"['spring', 'present', 'note', 'collect', 'head', 'centuri', 'tax', 'abil', 'suddenli', 'peopl']","['ok', 'let', 'mission', 'continu', 'across', 'leav', 'team', 'movement', 'nearli', 'continu', 'variou', 'stay']","['drop', 'get', 'visit', 'send', 'offer']","['bear', 'home', 'rest', 'wrong', 'reduc', 'condit', 'hear', 'continu', 'score', 'thousand', 'secur', 'tv', 'insid', 'larg', 'father', 'level', 'polic', 'phone', 'civil', 'bear', 'cell', 'interview', 'discus']","['paint', 'abl', 'simpl', 'sea', 'bit', 'fill', 'happen', 'end', 'poor', 'tree', 'part', 'subject', 'wonder', 'think', 'manag', 'long', 'situat', 'account', 'wall']","['skin', 'say', 'get', 'test', 'site', 'suddenli', 'front', 'listen', 'pressur', 'chang', 'theori', 'oper', 'public', 'blue', 'bit', 'popul', 'troubl', 'old', 'offic', 'open', 'similar']",,,
463,464,"['control', 'power', 'cell', 'glass', 'three', 'pressur', 'play', 'attorney', 'use', 'station', 'reflect', 'fli', 'hot', 'word', 'societi']","['artifici', 'intellig']","['enter', 'world', 'exist', 'sourc', 'moment', 'realiz', 'threat', 'speak', 'cost', 'collect']","['hold', 'final', 'gun', 'countri', 'thank', 'televis', 'expert', 'feel', 'put', 'industri', 'green']","['play', 'sometim', 'everyth', 'day', 'sound', 'arriv', 'sourc', 'add', 'add', 'assum', 'sound', 'minut', 'rule', 'pattern', 'event', 'trip', 'citizen', 'signific']",,,,,,
464,465,"['hand', 'care', 'spend', 'simpl', 'room', 'eye', 'success', 'summer', 'line', 'save']","['quantum', 'comput']","['law', 'marriag', 'plan', 'mean', 'administr', 'famili', 'type', 'key', 'top', 'data', 'import', 'card', 'industri']","['answer', 'attent', 'eat', 'though', 'figur', 'grow', 'bit', 'reflect', 'fight', 'act', 'newspap', 'finish', 'six', 'road', 'everyon', 'busi']","['step', 'play', 'senior', 'stuff', 'polici', 'set']","['poor', 'half', 'month', 'pull', 'probabl', 'cold', 'statement', 'health', 'pick', 'agent']","['rate', 'firm', 'year', 'top', 'invest', 'senior', 'page', 'let', 'citi', 'subject', 'begin', 'whole', 'easi', 'properti', 'trial', 'skin']","['add', 'phone', 'month', 'elect', 'food']","['item', 'bill', 'parti', 'consid', 'east', 'howev', 'guy', 'coach', 'tend', 'sign', 'larg']","['interview', 'anim', 'event', 'top', 'clearli', 'kitchen', 'shake', 'glass', 'thank', 'move', 'teacher', 'director', 'big', 'major', 'build', 'suffer', 'agent', 'paint', 'rise', 'ye', 'bank', 'effect', 'matter', 'dog']",
465,466,"['suffer', 'phone', 'citi', 'someth', 'network', 'fish']","['quantum', 'comput']","['open', 'polit', 'ye', 'concern', 'teach', 'rule']","['identifi', 'partner', 'notic', 'best', 'water', 'exactli', 'avoid', 'head', 'specif']","['part', 'child', 'student', 'price', 'ten', 'make', 'respons', 'season', 'major', 'agenc', 'thank', 'individu', 'per', 'without', 'western', 'occur', 'thu']","['similar', 'risk', 'realiz', 'audienc', 'paper', 'box']","['seven', 'pattern', 'pm', 'next', 'set', 'includ', 'role', 'think', 'woman', 'news', 'fill', 'sen']",,,,
