question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
661,"digit,market","somebodi,mind,design,morn,option,involv,leg,avail,product,republican,phone,fact,develop,back,notic,offic,sea,owner,technolog,subject,network,feel","word,simpl,speech,black,nearli,recogn,real,collect,nice,militari,thing,right,window,recent","safe,prove,exampl,thing,walk,expect,land,challeng","also,four,prevent,feel,team,moment,product,campaign,develop,unit","differ,mean,goal,share,area,structur,major,doctor,north,includ,card,board,next,hear,requir","window,data,build,allow,hospit,modern,purpos,better,els,stop,vote,repres,enjoy,blood,figur,challeng","big,green,enough,wide,pay,modern","school,establish,coupl,see,educ,news,new,alon,coach,letter,social,action,sea,late",
662,blockchain,"would,owner,ever,evid,put,rate,behavior,teach,nation,central,attack,address,resourc,skill,wait,dark,situat","perhap,qualiti,variou,hundr,let,reflect,safe,small,join,time,build,live,especi,describ,howev,effort,beyond,rise,accept,skin","board,rais,network,major,bit","wish,glass,similar,energi,process,quit,ball,east,hour,vote,fine,shoulder,pictur,factor,camera,accept,budget,place","thing,send,short,republican,visit,cell,system,popular,imag,possibl,carri,knowledg,insid,detail,wear,power,eye,draw,former,inde,decis","water,cost,give,reflect,idea,intern,senior","talk,singl,fine,sea,anim,draw,discov,elect,floor,begin,analysi,research,peac,laugh,choos,suffer","time,talk,concern",
663,"space,explor","unit,brother,dream,eight,respond,studi,let,window,consid,appli,anoth,begin,machin,heart","eight,everi,govern,six,child,relat,activ,know,challeng,imagin,respond,car,return,mani,answer,whether,expect,tax,maintain,fact","serv,grow,check,evid,task,govern,effect,wind,sea,hold,trip,may,safe","invest,factor,insid,polic,song,line,beauti,writer,guy,someth,secur,smile,final,past,materi,career,move,marriag,larg,repres,behavior,fish","seven,earli,other,pretti,cut,pressur,husband,rest,stuff,think,occur,full,seem,entir,posit,type,war,lose","call,old,stuff,decad,certainli,claim,discu,look,call,polici,signific,sever,pretti,hair,difficult,space,differ","may,presid,whose,although,inde,western,new,would,fight,travel",,
664,"artifici,intellig","fund,dog,third,simpli,beat,smile,look,medic,appear,film,author,whether,huge,learn,surfac,materi,anyth,ahead","explain,yard","tend,chang,radio,east,sourc,polit,win,page","mouth,popular,valu,number,offic,term,respons,stop,polic,page,organ","togeth,everyon,day,last,natur,lawyer,messag,three,bank,blue,town,middl,old,famili,major,structur,leader","could,hot,econom,partner,result","two,tradit,book,clear,custom,cost,fund,stay,practic,focu,polit,keep",,
665,blockchain,"fight,pattern,invest","middl,discuss,mayb,drug,administr,suggest,guess,hour,score,laugh,confer,notic,among,light,race","chanc,process,hospit,gun,get,benefit,court,window,pull,beyond,ten,shoulder,part,increas,window,weight,visit,scienc,born,seek,break",,,,,,
666,"digit,market","option,firm,need,window,movi,serv,babi,author,product,magazin,discov,number,still,democrat,child,word,cost,like,wait,mean","fill,life,local,enjoy,structur,thousand,interest,rememb,project,defens,trip,paper,charg,team,respons,alreadi,base,left,particularli","appli,factor,center,skill,fire,fight,star,space,peac,although,onto,everi","standard,carri,turn,realli,coupl,manag,kind,food,staff,order,talk,educ","respons,cold,oil,part,measur,follow,billion,scene,radio,life,question,polit,hour,alreadi","might,four,outsid,close,husband,site,els,student,fill,cut,popular,scientist,behavior,pm,voic,part,end,room,current","case,age,local,amount,deep,polit,reveal,camera,exampl,book,inform,degre,pretti","choos,oil,set","husband,bring,sit,recent,factor,whose,glass,husband,citi,letter"
667,"digit,market","report,live,futur,brother,could,suffer,scene,seri,oil,real","compani,compar,u,organ,even,repres,hot,begin,paper,beauti","person,knowledg,film,meet,radio,physic","peac,plan,challeng,drug,sign,never,pretti,live,begin,necessari,centuri,bag,free,respons,structur,wonder",,,,,
668,blockchain,"must,style,creat,forget,inde,tv,store,never,big","agreement,wonder,store,citizen,staff","author,particularli,eye,turn,standard,begin,leav,unit,thought,fire,organ,trip,manag,feel,wife","music,develop,even,fast,difficult,shake,valu,polici,alreadi,attack,green,consum,pattern,stay,rest,hour,particular,page,card,view,type,variou,commerci,hour,maintain","without,child,network,standard,structur,impact,manag,local,beyond,readi,professor","laugh,season,whether,polic,without,whether,rate,head,half,intern,agreement,whatev,outsid,organ,student,program,figur,land,like,front,treat,may,theori,fish","mention,inde,ok,american,defens,develop,futur,big,also,militari,rate,major",,
669,"quantum,comput","address,budget,discu,sinc,democrat,dinner,center,thing,inform,sinc,rais","use,treat,job,fast,author,learn","throw,compar,poor,worker,style,charg,leg,compani,trade,treatment,creat,famili,factor,bodi,loss,theori,lose","avail,pressur,real,region,buy,drug,abl,red,assum,blue,car,prevent,hotel,gener,music,music","commerci,togeth,piec,near,coach,degre,hair,bank,treatment,discuss,child,knowledg,music,like,anyth","militari,item,democrat,perhap","black,new,husband,war,noth,run,attent,walk,brother",,
670,"environment,scienc","word,surfac,walk,war,push,languag,parti","allow,soldier,direct,writer,break,short,technolog,determin,resourc,feder,ye,collect,everi,hour,heart,soldier,wait,upon,result","troubl,test,cultur,posit,put,law,guy,outsid,build,laugh,tonight,support,arriv,describ,beyond,four","industri,huge,seem,necessari,new,blue",,,,,
671,"climat,chang","experi,growth,interest,coach,although,establish,minut,nearli,read,old,laugh,reduc,main,environ,low,wind","employe,choic,kitchen,receiv,year,record,bed,key,newspap,believ,machin,cost","feder,director,wall,push,son,tend","fine,collect,yeah,eat,method,street,field,increas,model,kid","serv,manag,respons,import,later,person,project,anyth,suffer,spend,medic,success,futur,signific,employe,remain,keep,materi,boy,enjoy,drop,phone","interest,view,art,citi,step","citi,keep,write,drive,particip,safe,hospit,without,develop,figur,board,half",,
672,"health,fit","involv,gun,question,run,want,person,chair,plant,across,manag,loss","contain,sea,reduc,prove,cut,former,condit,sing,market,morn,suddenli,low,realiti,quit,hard,blue","ten,home,board,visit,idea,discov,good,number,structur,arm,mayb,countri,blood,grow,still,mission,might,husband,reach,deal","exampl,amount,polit,tough,avail,data,team,draw,could,natur,administr",,,,,
673,"environment,scienc","offic,rememb,insid,charact,worri,key,beauti,howev,place,describ,without,south,recogn,specif,heavi,word,fund,might,condit,civil,relat,grow,factor,improv,stop,beauti","specif,goal,health,listen,sort,process,bodi,walk,decis,receiv,pa","rather,cover,time,often,address,would,interest,contain,despit,congress,old,current,polit,method,charg,exist,high","player,someon,join,hope,educ,edg,sourc,institut,summer","student,lay,short,eight,whether,prevent,similar,standard,agre,often,final,deal","tough,oil,republican,region,sinc","key,respons,open,research,food,comput,role,key,wind,around,total,although,charact",,
674,histori,"outsid,town,rais,differ,drive,level,add,back,admit,film,send,gener,third,nation,air,chair,tabl","heart,forward,option,health,understand,night,hear,discuss,seriou,feder","lawyer,forc,agent,intern,among,floor,activ","debat,involv,pull,talk,develop,play,agenc","sell,train,beat,imagin,top",,,,
675,"climat,chang","may,surfac,option,water,within,someth,leader,physic,quit,institut,polic,pm,along,bodi,measur,total,class","support,religi,room,artist,center,friend,improv,prevent,gun,memori","deep,centuri,hard,suffer,among","physic,three,chanc,stay,ball,win,feder,whatev,vote,mayb,blood,situat,american,cut,top,smile","allow,possibl,next,rock,lawyer,ye,way,rang,space,take,throughout,left","particularli,lawyer,respons,record,rang,execut,protect,may","govern,tax,life,voic,think,improv,food,without,young,respond,comput,provid","ga,rest,also,thank,window,prove,mr,rang,mention,special,clearli,situat,enjoy,watch","stuff,human,alway,cost,morn,littl,market,dog,entir"
676,"environment,scienc","growth,polic,person,prove,concern,front","part,wife,time,section,someth,drop,cut,skill,plan,valu,one,follow,list,agenc,choic,knowledg,pick","suddenli,like,chair,stop,put,write,recent,great,fact,littl,base,main,sound,interview,indic,foot,author,unit,boy","understand,long,natur,appear,point,whole,often,five,yet,ten,phone,elect,hear,key,rich,job,standard,histori,factor,friend,reach,travel,direct,pay","sure,explain,noth,confer,bring,citizen,record,articl,perhap,carri,visit,fine,impact,scienc,movi,focu,gener,purpos,player,attorney,new,sometim,size","three,tell,car,case,challeng,drop,around","exampl,goal,law,place,push,pull,instead,author,benefit,end,usual",,
677,cybersecur,"center,author,option,newspap,inde,quit,seat,congress","opportun,campaign,special,crime,road,medium,front,let,happen,sea,particular,four,unit,remain,store,new,result","reach,dark,central,front,close,visit,rest,type,garden,specif","abil,test,hot,notic,young,region,prevent,edg,hous,happen,improv,natur,trade,point,agreement,shake,creat,capit,field,profession,field,attorney,valu","see,campaign,page,four,hundr,charg,first,account,arm,task,move,anyon,commerci,mean","reason,black,rich,stop,serv,next,confer,miss,moment","stock,today,use,firm,reason,insid,think,anoth,hit,oil,world,attorney,region,administr,address","bed,interest,rest,look,director,second,least,ok",
678,"environment,scienc","meet,present,expect,fact,truth,continu,western,address,write","drug,father,colleg,student,vote,eight,back,bag,next,sure,rich,rais,camera,could,skin","center,sever,believ,wind,report,candid,hospit,order,polic,light,polic,inde,save",,,,,,
679,"digit,market","custom,purpos,data,busi,feder,determin,challeng,coupl,final","church,learn,share,rang,abl,republican,anyth,near,bit,visit,capit","hand,heart,polic","exampl,meet,three,help,earli,without,move,citizen","big,clearli,edg,health,beat,candid,staff,invest,open,hous,daughter,card,news,tend,paper,physic,right","film,reflect,lead,front,long,requir,cup,includ,month,intern","run,cover,recent,seriou,feder,coach,spend,listen,full","process,structur,product,within,author,fill,rate,senior,year,cultur,reveal,coupl,everyth,almost,nation,yeah,exist,leader,even,detail,station,artist,u,make","republican,economi,challeng,option,perform,success,across,see,affect,rise,rate,countri,medium,noth,govern,consid,american,great,wall,level,articl,risk,moment,trade,like"
680,"artifici,intellig","thank,cup,knowledg,like,polit,natur,soon","social,cup,film,leg,item,fine,usual,fast,vote,forward,area,address,final,fight,natur,part","thought,need,creat,forc,defens,hot,song,prepar,great,american,interview,writer,whatev,special,theori,mani,move,know,expert,noth,idea,valu,write",,,,,,
681,"person,financ","fall,arriv,adult,manag,enjoy,put,near,want,futur,simpli,laugh,five,especi,role,process,region,mind","walk,memori,public,lose,imagin,sing,paint,feel","data,buy,attack,road,second,role,stori,hard,natur,heart,particip,larg,second,organ,hard,sing,certainli,relat,side,team,reason","write,tax,would,skill,see,age,young,societi,govern","point,peac,safe,allow,cell,realiz","treatment,upon,task,career,add,exist,drive,impact,race,stuff","ahead,stop,someon,leav,upon,expert,wind,arriv,sinc","use,career,rich,big,alon,first,box,debat,reach,minut,hear,person,mean,ever,truth,requir,pretti,manag,still,action,wall,task,board,inform,someth,month","second,job,second,hotel,alreadi,catch,knowledg,church,without,pay,network,shake"
682,"person,financ","person,court,decis,serv,follow,remain,student,tend,mind,item,simpl,final,chanc,style,teach,real","watch,becom,ask,bring,manag,seri,writer,per,gener,actual,line,senior,design,design,billion,past,magazin,phone,son,opportun,beyond,case,subject,chair,repres","admit,card,mayb,bring,difficult,decis,build,attorney,qualiti,product,pa,thu,safe,reach,usual,militari,someon,develop","still,institut,even,win,structur,writer,number,entir,colleg,affect,democrat,natur,modern",,,,,
683,histori,"everyth,move,especi,season,back,wait,break,let,leader,rule,center,sinc,econom,train,eat,gener,worri,human,commerci,exist,environment,low,person,model,like","car,station,phone,light,enter,trade,custom,fast,tv,militari,central,explain,provid,chair,court,great,well,crime,enter,total,togeth,perform,drive","manag,confer,economi,wind,democrat,product,rest,recent,decis,help","common,set,write,coach,agent","word,section,audienc",,,,
684,educ,"profession,finish,bring,morn,huge,republican","tend,compar,offic,choic,may","agent,add,studi,effect,hour,strategi","materi,team,beyond,degre,win,hold,reveal,also,agre","feel,dark,reach,shoulder,discu,choic,magazin,oil,type,day,huge,newspap","sing,first,imag,sport",,,
685,"space,explor","visit,brother,writer,cultur,without,els,region,physic,far,detail","discu,though,medium,scene,today,pick,dog,democrat,shoulder,field,two,month,centuri,candid","magazin,determin,futur,report,lay,relationship,establish,quickli,militari,big,involv,listen,live,stori","matter,abil,race,event,method,exactli,great,despit,rather",,,,,
686,educ,"hot,degre,nation,west,somebodi,church,bag,meet,issu,suddenli,process,remain,appear,across,head,least,build,item,visit,second,race,ye","commerci,live,play,station,page,land,wish,actual,mr,wrong,perform,commun,hear,realli,coach,tri,becom,director","process,alon,tree,ahead,travel,prevent","strategi,quickli,rang,color,societi,indic,avoid,child,window,decad,memori,materi","central,project,like,real,get,poor","local,though,middl,board","fine,u,mention,rang,cultur,among,busi,dream,final,walk,piec","spend,career,sea,machin,rock,mind,list,store,two,sing","properti,physic,hospit,medium"
687,cybersecur,"return,truth,valu,avoid","control,dream,impact,chanc,thu,tough,throw,record,although,action,success,fall,site,add,edg,member,none,variou,floor","state,develop,hand,particular,pick,colleg,arm,hand,spend,part","radio,free,glass,focu,manag,sound,floor,today,power,deep,race,famili","part,bit,daughter,local",,,,
688,psycholog,"listen,compani,window,medium,appli,educ,hous,section,beyond,nearli,produc,tree,mani,join,bodi,chang","sister,bag,case,water,expert,rich,sinc,five,stock,line","materi,address,meet,mean,fear,father,listen","usual,read,note,cover,top,becom,instead","thu,centuri,argu,occur,along,nation,someon,societi","read,fight,presid,ten,turn,rais,mean,recent,network,network,specif,decis,trial,southern,woman,use","oper,expert,begin,matter,realiz,street,invest,may","wide,ever,carri,night,trade,design,place,skill,point,wife,third,social,truth,speech,inform,next","act,film,activ,maintain,sing,week,share,student,especi,partner"
689,cybersecur,"natur,read,size,everyon,grow,insid,challeng,girl,outsid,soldier,polit","open,sell,husband,relat,voic,hotel,perform,although,paper,bag,author,claim,accord","tree,recent,high,requir,mr,full,close,key,hotel,blue,front,order,marriag,alon,sort,player,clear,oil","cover,threat,total,phone,scienc,want,lay,test,black,plant,central,book,inform,intern","number,garden,art,forget,similar,assum,hair,play,factor,thing,offici","feel,secur,candid,career,draw,organ,hope",,,
690,blockchain,"former,goal,scene","gener,action,student,system,floor,approach,despit,call,well,pull","person,right,book,strong,man,mani,easi,relat,wish,could,futur,sens,finish,health,professor,histori,impact,appli",,,,,,
691,blockchain,"movement,onto,firm,field,southern,factor,coupl,fight,foot,return,train,light,particip,someth,theori","line,decis,trial,role,hundr,beat","produc,alreadi,career,affect,argu,congress,doctor,materi","behind,power,goal,drop,consum,posit,later","budget,special,discov,least,program,imag,state,structur,blood,yet,nation,plan,star,partner,network,edg,room,loss,fear,offic","technolog,road,brother,good,daughter,provid,person,edg,say,wall,togeth,support,specif,scene","nice,seven,thought,food,perform,woman,eight,avoid,anyth,top,box,sound,tough,past,middl,quit","statement,mr,fill,televis,messag,person,chang,paint,understand,fast,cut,first,popul,babi,sort",
692,"quantum,comput","fine,writer,artist,life,front,congress,imagin,wide,gener,medic,respons,intern,laugh","charg,door,forward,happen,end,hit,mouth,final,marriag,role,elect,start,scene,recent,time,beauti,earli,read,strategi,much,paper","cultur,far,door,east,record,wind,figur,perform,claim,manag,receiv,memori,edg,argu,total,song,seem,window","set,half,phone,respond,secur,chang,report,everi,money,board,area,cup,cultur,messag,cell",,,,,
693,"artifici,intellig","type,within,field,popul,posit,comput,ten,heart,build,question,realli,behind,late,town,pull,militari,seri,pictur,summer,accept,book,idea,anyth","end,newspap,exactli,read,econom,class,mr,stand,truth","alon,collect,enjoy,game,mani,protect,american,loss,put,economi,skill,light,claim,light,realiz,project,develop,manag,peopl,provid","win,earli,add,go,region,lose,polic,world,network,figur,paper,better,gun,black,turn,radio,purpos,partner,page,experi,govern","concern,probabl,card","forc,exactli,shake,draw,alon,realli","north,guess,differ,congress,type,card,local","budget,sever,step,wear,necessari,lot,issu,decad,chang,reason,research",
694,blockchain,"like,model,despit,phone,type,qualiti,model,wonder,despit,spend,protect,wait,articl,around","commerci,choos,reduc,former,coupl","worri,discu,meet,mr,start,paper,student,career,cut,method","ahead,either,say,say,game,natur,job,father,take,catch,hand,maintain,interest,question","administr,week,miss,measur,presid,accord,third,babi,term,presid,return,charg,view,bank,end,health,qualiti,occur,econom,box,air,yeah","develop,cell,upon,hour,behind,growth,side,simpli,person,morn,rest","may,wish,peopl,nice,improv,sit,thing,gener,yet,bring,send,kind,heart,magazin","white,know,care,foreign,place,whole,alon,opportun,rock,suffer,simpl,everi,morn,especi","mother,hard,music,wife,put,recogn,type,industri,western,stay,medium,process,week,race"
695,"career,develop","popul,rule,rest,kid,experi,product","name,oper,art,entir,eat,increas","contain,confer,north,deep,effect,sell,word","class,would,throw,sign,success,crime,everyth,soldier,southern,indic","clear,particular,resourc,size,charact,pictur,best,claim","hair,travel,execut,price,modern,listen,govern,fine,major,structur,send,run,near,ok","mr,oil,kid,first,first,step,noth,ye,voic,billion,southern,know","even,chair,guess,true,focu,pressur,theori,ball",
696,entrepreneurship,"charg,environ,peac,maintain,fine,former,best,gener,piec,would,partner","readi,yard,daughter,score","gener,rest,next,child,alon,qualiti,centuri,sourc,subject,els,walk,forget,theori",,,,,,
697,"environment,scienc","head,heart,wind,evid,present,right,discov,stuff,unit,public,deep,much,job,decis,recent,star,air,certainli,relat,posit,troubl,away","offic,offic,sure,direct,white,success,poor,forward,add,step,thought,feel,finish,six,forward,realiti,edg,write","chair,seat,peopl,challeng,tv,dinner,unit,hold,idea,mean,appear,never,man,fire,fact,babi,memori,deal,eat,bill","tri,bad,improv,direct,feder,attack,expect,rememb,open,behind,polici,televis,across,pictur,radio",,,,,
698,"data,scienc","realli,sourc,similar,repres,rock,medic","film,though","town,citi,direct,top",,,,,,
699,educ,"final,other,campaign,leader,direct,readi,coach,accord,individu,person,health,summer","order,worker,catch,peopl,throw,student,use,stop","job,travel,elect,fish,realiti,agreement,realli,spring,foreign,specif,democrat,gener,natur,everybodi,scienc,teacher,practic","top,green,pressur,ahead,report,cover,show,send,research,field","send,intern,rate,knowledg,studi,posit,variou,manag","identifi,like,practic,group,senior,air,ten,work,might,reduc","heart,learn,futur,activ,rate,ye,languag,experi,identifi,level,major,support,church,anyon,sell,someth,south,tv,surfac,event,hope,wall,usual","great,late,man,respons,mother,hold,support,year,opportun,movi,professor,involv,financi,home,respond,troubl,presid,enter,five",
700,psycholog,"former,oper,night,look,act,mouth,hair,agent,effort,beat,fund,abil,onto,campaign","plant,cours,build,cost,watch,rais","station,page,anyth,writer","face,yeah,bad,practic,doctor,occur,smile,rise,fli,agre,east,subject,save,activ,sens,health,author,score,believ",,,,,
701,"machin,learn","simpl,draw,daughter,thousand,address,believ,enjoy,theori,thank,save,magazin,main,democrat,fact,histori","career,pictur,tree,time,democrat,visit,would,final,famili,whole","ok,materi,lose,court,civil,remain,coupl,sport,involv,wife,particular",,,,,,
702,educ,"walk,agreement,need,notic,theori,account,charg,garden,magazin,middl,bad,differ,energi,process,size,nation,attack,sinc","includ,hous,sister,lawyer,piec,central","wife,spring,sign,return","militari,network,custom,husband,shake,drug","tonight,presid,decad,degre,east,score,environment,suggest,argu,chang,top,oil,mr,great,quit,truth,region,stand,hundr,meet,singl","chanc,even,job,world,decad,certain,worri,record,need,oil,rais,attent,natur,charg,continu,paper,analysi,tough,tabl,stay,high,like,accord,son,machin,book,food","although,partner,born,measur,artist,condit,stop,time,admit","arriv,believ,camera,church,like,interest,natur,thousand,event,account,clear",
703,psycholog,"argu,moment,import,recent,hundr,parti,guess,candid,carri,address,go,page,chair,citizen,technolog,leg,check,realiti,alon,western,quit,cut","high,window,area,increas,despit,sister,six,futur,requir,materi,floor,save,friend,parent,save,sometim","mr,figur,laugh,activ","serv,dinner,choos,rate,speech,drive,difficult,american,someth,thank,truth,eight,best,beyond,less,design,littl,cover,cup","six,clearli,board,teacher,collect,custom,polic,speak,decad,strong",,,,
704,"web,develop","local,ago,staff,perform,lay,build,opportun,end,televis,wind,threat,sign,degre,stock,act,build,tri","writer,month,coupl,place","choic,third,point,recent,program,abl,thing,consum,perform,modern,sens,year,power,decis","admit,edg,fast,store,feel,moment,either,discu,evid,doctor,nation,discu,bed,test,face","skin,economi,rais,door","alreadi,close,safe,offic,figur,age,throw,expert,physic,well,seem,hospit,assum,hand,littl,product","whole,system,six,cut,machin,control,compar","alway,mention,readi,littl,u,rock,short,product,memori,middl","finish,size,scientist,light,rang,secur"
705,"health,fit","room,leav,sport,writer","matter,noth,could,presid,event,whole,articl,worker,soon,sens","top,feel,listen,seriou,exactli,treat","interview,onto,properti,offici,import,sort,bad,studi,forward,weight,suffer,offic,hand,singl,develop,abl,certain","everybodi,languag,leader,hot,total,along,address,account,bar,heart,south,type,sign,road,doctor,style,common",,,,
706,"climat,chang","capit,author,month,decis,control,fight,cold,world,name,necessari,war,let,charact,rock,beyond,feel","lawyer,happen,success,ok,decid,employe,hand,shoulder,seat,claim,author,particip,yard,amount,materi,analysi,place,safe","structur,polit,drop,subject,without,true,somebodi,later,congress,control,face,cours,everi,support","tonight,leav,seek,southern,protect,polit,mean,field,posit,serv,line,keep,forward,defens,accept,lawyer,outsid,close,event,site,close,speak,among","least,democrat,least,poor,includ,build,certain,woman","past,manag,dog,qualiti,life,rule,valu,thing,leav,account,pay,action,prepar,month,man,manag,mayb,suggest,public",,,
707,"artifici,intellig","piec,commerci,old,special,forc,decid,materi,care,mean","quit,theori,allow","cup,poor,ever,democrat,yet,black,wall,cut",,,,,,
708,histori,"edg,arriv,station,affect,budget,stop,econom,tree,top,sit,consid,thank,church,agre,sort","eat,form,action,give,soon,bill,letter,polit,car,full,color,properti,elect,good,east,dinner,clearli,store","research,collect,purpos,reach,mind,share,state,hotel,audienc,light,kid,eye,democrat,success,box,pm,task,gun,citi,gun,daughter","includ,song,matter,word,forc,student,water,fund,abl,clear,speak",,,,,
709,educ,"success,quit,war,doctor,full,might,manag,medium,feel,relat,music,central,anyth,loss,answer","arm,hospit,former,line,realiti,question,green,howev,fear,hear,cultur,seem,manag,person,sport,respond,environ,reach,usual,fish,like,war,give,rock","memori,increas,soon,may,offic,develop,leg,work,pay,church","main,quit,guess,worri,insid,product,war,els,thousand,church","light,newspap,littl,hair,affect,forward","alreadi,anyth,consid,whose,join,task,prevent,daughter,improv,includ,full,radio,els,anyth,speak,accord,exist,even,word,call,practic,hear,crime,pick,modern,dark","gener,current,special,languag,must,somebodi,also,happi,hous,red","five,almost,seven,local,ye,believ,field","radio,better,side,compani,door,educ"
710,"artifici,intellig","practic,popul,though,could,particip,threat,town,star,land,word,econom,exist,institut,anoth,figur,pretti,posit,brother,whether","human,natur,per,senior,budget,analysi,everyon","despit,behind,languag,heavi,system,care,structur,affect",,,,,,
711,"data,scienc","type,low,exist,discuss,tonight,agent,age,thu,televis,whatev,hospit,space","red,other,futur,win,speech,air,rest,dream,base","set,without,thousand,move,offic,leader,babi,structur,financi","find,american,hair,professor,feel,wonder,director,ga,sens","environ,hospit,nation,guess,suggest,save,commun,growth,view,necessari,recent","make,suddenli,radio,budget,describ,appear,respond,life,specif,surfac,physic,ok,stori,well,gener,visit,citi,voic,develop,old,six,statement,billion,wife,ye,among,hotel","film,low,west,left,develop",,
712,"environment,scienc","relat,issu,prevent,less,nation,colleg,design","peac,among,west,meet,line","per,memori,open,citizen,reach,part,call,campaign,commun,region,mission,small,size,less,plan,process,meet,larg,current","eye,high,central,religi,result,store,natur,reduc,land,servic,take,especi,add,lead,magazin,outsid,hear,admit,hit,democrat,direct,suggest,fast,place,central,respons","shake,happen,materi,consum,confer,far",,,,
713,"environment,scienc","magazin,tradit,behind,state,employe,professor,begin,newspap,writer,catch","catch,reflect,polit,relationship,main","morn,along,sever,purpos,lead","dog,forward,true,guy,night,tonight,free","west,whether,role,especi,inde,news,tend,bed,enter,word,per,floor,profession,especi,medium,floor,know,color,pressur,wish,radio,describ","memori,ever,happen,feel,anim,two,hundr,hear,shoulder,success,offic,order,particular",,,
714,blockchain,"seven,air,figur,societi,crime,troubl,receiv,imag,star,discu,player,mean,church,mouth,abil,street","accept,call","situat,wear,easi,econom,week,miss,light,trip","sourc,articl,realiz,east,sourc,realli,quickli,foreign,half","pictur,although,child,someon,network","discov,languag,somebodi,dog,busi,event,alway,woman,reveal,project,travel,fine,signific,price,bit,war",,,
715,sociolog,"keep,product,safe,least,finish,data,oper,play,occur,capit,beat,day,employe,group,system,black","presid,approach,hear,execut,tonight,easi,yard,set,attack,care","student,practic,health,respons,rate,admit,issu","film,machin,end,howev,gener,signific,learn","rise,join,institut,true,avoid,none,doctor,author,industri,republican,matter,check,employe,huge,good,occur,suddenli,industri,treat,keep,compar,stand","front,short,commun,execut,ground,fight,see,director,paint,born,read,repres,fill,exactli,ago,futur,finish,idea","manag,pressur,notic,daughter,money,reason,gun,individu,throughout,readi,cost,play,drop,point,read,imag","understand,street,true,inde,maintain,low,shoulder,still,student,finish,forc,style,moment,forc,onto,back,land","sever,may,trade,ye,factor,ok"
716,"artifici,intellig","affect,product,close,join,top,yeah","big,person,summer,southern,idea,send,center,born,sell,magazin,whole,less,singl","year,week,perhap,career,enter,signific,next,west,hear,site,set",,,,,,
717,"web,develop","much,much,total,north,big,event,feder,alon,one,central,late,babi,knowledg,four,school,support,wide,north,year,section,polic,possibl,yet,wait,drug,build,money","invest,stori,exampl,bring,land,would,second,benefit,beyond,tradit,effect,trial,page,tax,popular,role,account,theori","ball,order,reduc,like,thank,action","particip,feel,trade,second,reduc,light,worker,sister,upon,professor,elect,know,design,room,term,half,insid,kitchen,necessari,front,technolog,particular,servic,famili,address,hope,write","ball,mouth,director,place,wear,valu,bar,hospit,invest,hope,control,energi,poor,exist,inde","whether,fli,tend,key,seriou,happi,rule,trial,listen,speech,american,join,build",,,
718,psycholog,"fine,store,enjoy,particip,particip","sure,measur,behavior,theori,comput,class,econom,hair,make,especi,model,wish,onto","run,nation,intern,plan,american,newspap,tv,major,alon,time,door,republican,develop,tv,six,wife,abl,special,third,coupl,show,cut,stand,north,look",,,,,,
719,entrepreneurship,"night,rate,medium,although","opportun,probabl,produc,earli","member,look,process,forget,choos,collect,begin,impact,write,major,attorney,event","job,music,imag,peopl,last,properti,result,friend,thu,treatment,well,year,ahead,deep,agreement,citizen,growth,admit,left,court,get,green","field,game,parti,rest,network,staff,stop,effect,need,five,qualiti,place,debat,week,nation,like,develop,mind,tri,rock,reason","field,though,part,person,serv,let,clearli,compar,technolog,easi,product,famili","music,view,base,commerci,oper,floor,employe,hope,offici,meet,artist,process,short,remain,report,relat,valu,thu,white","ever,high,woman,simpli,perform,employe,growth,could,need,fast,televis,third,live,color","elect,futur,busi,deal,lead,one,support,attorney,offer,event,career,certain,back,natur,born,visit,relationship,benefit,invest"
720,"quantum,comput","alreadi,subject,posit,see,includ,citizen,somebodi,score,whose,fear,wonder,polit,maintain,audienc,agre,process,local","hundr,attent,bad,focu,assum,littl,materi,state,fast,food,growth,accord","exactli,littl,staff,stori,relationship,agenc,floor,tough,model,money","firm,beat,spend,everybodi","middl,station,last,collect,stop,usual,increas","popul,wonder,abil,bring,forward,tradit,stock,citizen,along,tend,seriou,race,sea,well,fund,employe,common,toward,night,oper,expect,wonder,system,local,fli,noth,song","street,growth,director,within","away,might,good,go,thank,recogn,note,return,room",
721,entrepreneurship,"without,around,abl,support,fact,prepar,foreign,sinc,almost,music,technolog,impact,particularli,gener,relat,meet,arm,famili,worker,race,big,question","resourc,everybodi,cut,tonight,idea,public,side,laugh,exist,polic,stori,even,readi,noth,rate","admit,time,stuff,place,run,southern,valu",,,,,,
722,"health,fit","someth,staff,least,tradit,bill,gener,seem","skill,major,strong,coupl,result,point,list,guy,visit,evid,identifi,explain,mission,cell","much,govern,trade,four,teach,learn",,,,,,
723,"artifici,intellig","push,realli,abl,trip,forc,sit,idea,find,charg,year,bar,live,histori,bodi","weight,mr,physic,nation","employe,countri,technolog,within,front,manag,qualiti,close,blue,colleg,cell,stand,hand,earli,safe,buy,doctor,head,busi",,,,,,
