question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
463,blockchain,"spring,present,note,collect,head,centuri,tax,abil,suddenli,peopl","ok,let,mission,continu,across,leav,team,movement,nearli,continu,variou,stay","drop,get,visit,send,offer","born,home,rest,wrong,reduc,condit,hear,continu,score,thousand,secur,tv,insid,larg,father,level,polic,phone,civil,born,cell,interview,discuss","paint,abl,simpl,sea,bit,fill,happen,end,poor,tree,part,subject,wonder,think,manag,long,situat,account,wall","skin,say,get,test,site,suddenli,front,listen,pressur,chang,theori,oper,public,blue,bit,popul,troubl,old,offic,open,similar",,,
464,"artifici,intellig","enter,world,exist,sourc,moment,realiz,threat,speak,cost,collect","hold,final,gun,countri,thank,televis,expert,feel,put,industri,green","play,sometim,everyth,day,sound,arriv,sourc,add,add,assum,sound,minut,rule,pattern,event,trip,citizen,signific",,,,,,
465,"quantum,comput","law,marriag,plan,mean,administr,famili,type,key,top,data,import,card,industri","answer,attent,eat,though,figur,grow,bit,reflect,fight,act,newspap,finish,six,road,everyon,busi","step,play,senior,stuff,polici,set","poor,half,month,pull,probabl,cold,statement,health,pick,agent","rate,firm,year,top,invest,senior,page,let,citi,subject,begin,whole,easi,properti,trial,skin","add,phone,month,elect,food","item,bill,parti,consid,east,howev,guy,coach,tend,sign,larg","interview,anim,event,top,clearli,kitchen,shake,glass,thank,move,teacher,director,big,major,build,suffer,agent,paint,rise,ye,bank,effect,matter,dog",
466,"quantum,comput","open,polit,ye,concern,teach,rule","identifi,partner,notic,best,water,exactli,avoid,head,specif","part,child,student,price,ten,make,respons,season,major,agenc,thank,individu,per,without,western,occur,thu","similar,risk,realiz,audienc,paper,box","seven,pattern,pm,next,set,includ,role,think,woman,news,fill,sens",,,,
467,"climat,chang","variou,research,manag,court,continu,see,sing,project,event,bill,pa","foreign,appli,surfac,public,writer,poor,bodi,put,least,physic,white,drug,budget,perform,allow,professor,invest,alreadi","even,answer,open,past,board,respond,mother,prove,street,key,watch,ground,plan,long,street,often,stop","well,job,administr,street,signific,adult,might,accord,studi,walk,usual,futur,choos,reveal,chair,troubl,kind,learn,polic,member,tv,technolog,best,draw","idea,win,econom,differ","like,new,insid,best,develop,professor",,,
468,cybersecur,"civil,deal,citi,campaign,keep,new,away,week,need,plant","without,final,popul,direct","tax,side,field,institut,secur,laugh,materi,seven,final,daughter,evid,servic,agenc,other,win,water,civil,home",,,,,,
469,histori,"hit,practic,truth,strong,pay,necessari,instead,approach,simpli,garden,citizen","citizen,set,plant,feel,scientist,hand,grow,arriv,sort,structur,seem,life,other,run,sport,network,candid,nice,structur,man,kind,enjoy,fight,smile,tri","size,challeng,scienc,rule,career,beauti,near,gun,kitchen,speech","arm,born,give,abil,hope,product,particular,rais,mind,share,stuff,close,sure",life,"seek,law,fear,return,real,sport,movement,admit,far,movi,key,write,forc,even,someth,recent,famili,paper,woman,fli,requir,task,next,mission,respons,expert,air","strong,boy,miss,cultur,blue,add,great,person,north,still,expect",,
470,"space,explor","one,thing,yard,film,admit,listen,natur,cultur","field,secur,stock,concern,past,song,new,shake,team,interest,war,discov,play,situat,show","throw,gener,car,troubl,side","suffer,page,brother,blood,someth,second,glass,skin,special,enough","cut,relationship,follow,seriou,glass,attack,social,suggest,nearli,discuss,signific,sell,tradit,fact,indic","everi,way,everyth,nation,east,popul","amount,suffer,enter,true,present,side","million,happen,profession,catch,perform,avail,race,network,find,sea,quit,day,agent,research,young,crime,strong,bring","brother,employe,whatev,tough,consum,green,role,huge,room,may,stand,money,languag,bodi,sport,specif"
471,"artifici,intellig","hospit,answer,pa,wait,box,game","idea,town,whatev,local,cover,order,item,network,littl,organ,assum,partner,suggest,old,mouth,religi","defens,trip,act,opportun,worri,worker","growth,action,wrong,compar,forc,seven,rate,check,drop,short,forget,scientist,world","agenc,opportun,perform,way","public,feel,level,democrat,car,professor,answer,daughter,sign,notic,across,discu,creat,win,popul","collect,face,hit,fund,travel,price,speech,polici,indic",,
472,sociolog,"invest,son,catch,coupl,common,join,player,inde,also,thu,weight,return,concern,skin,live,find,fish,situat,staff,polit,perform,condit,good","air,purpos,name,valu,polit,continu,money,imagin,want,enjoy,power,best,true","troubl,scene,onto,seven,power,other,feel,respond,seriou,agreement,design,price,money,increas,religi,guess,discuss,father,probabl,signific,whether,sort,music,peac","seat,sure,build,mouth,becom,ball,maintain,histori,wrong,event,whether,agenc,creat,continu,far,social,great","famili,surfac,skin,continu,approach,fast","kitchen,offic,father,turn,offer,art,resourc,present,support,home,mean,respons,food,mind","defens,major,bring,exist,soldier,sport,busi,decis,hit,brother","program,mr,head,sens,forc,relationship,develop,particular,comput,toward,per,particip,rich,activ,american,crime,sometim,physic,beyond,bit,career,pull,road,hold,peac,near,sure,tri,offic","might,shake,soon,appli,concern"
473,"digit,market","els,voic,sell,contain,often,everybodi,listen,speech,open,specif,respons,white,worri,medic,citi,product,scientist,mention,alreadi,guess,chang,charact,son,money,would,town","keep,fear,defens,receiv,mayb,agre,sing,away,quit,set,sinc,word,religi,affect,cover,hospit,environment,heavi,invest","tell,manag,million,tough,interview,land,loss,respons,model,peopl,year,claim,fli","main,invest,common,north,suddenli,beyond,togeth,middl,thing,inde,presid,exampl,daughter,probabl,central,standard,everybodi","time,bad,messag,avoid,chair,open,marriag,account,manag,team,spring,art,voic,pa,marriag",,,,
474,cybersecur,"speak,employe,militari,money,secur,bed,speak,carri,dinner,almost,argu,weight,center","billion,adult,strong,particular,everyth,brother,focu,professor","despit,religi,line,task,magazin,econom,grow,page,protect,court,bank,point,reveal,area,learn,structur,manag,box,church,intern,certain,gun","pictur,task,add,time,medium","tradit,boy,recogn,cultur,involv,someth,eight,full,share,front,valu,focu,town,buy,cold,happen,well","wall,front,earli,save,leav,miss,sell,signific,exampl,chair,eye,new,mr,girl,fear,though,special,cup",,,
475,sociolog,"seriou,catch,movi,south,land,prevent,recent","process,elect,opportun,edg,girl,rais,save,sinc,agent,agenc,book,later,foot,clearli,project","prove,ahead,kitchen,must,upon","even,nation,skill,may,visit,late,minut,field,coupl,draw,inde,confer,happen",,,,,
476,entrepreneurship,"econom,religi,month,plan","respond,health,strong,husband,research,among,billion,score,huge,thousand,heart,messag,tell","interest,half,realli,scene,base,term,although,agreement,food","long,standard,wish,issu,small,improv,littl,manag,get,station,futur,upon,trip,wide,commun","third,tri,medic,govern,add,anim,method,word,lot,especi,fall,central","green,help,differ,expert,draw,eat,protect,whole,follow,road,see,attorney,western,believ,natur,treatment",,,
477,entrepreneurship,"polici,manag,southern,interest,vote,rich","light,explain,design,movement,necessari,occur,thousand,american,break","follow,daughter,local,ahead,mani,anyon,high,manag,defens,increas,cours,knowledg,similar,need,special,toward","offici,insid,coupl,rang","nation,find,statement,number,maintain,war,open,size,worker","sometim,low,receiv,bill,properti,radio,move,intern,song,growth,strong,contain,determin,thousand,north,would,real,somebodi,even,current,start,cost",,,
478,educ,"experi,note,sever,approach,parent,involv,guy,easi,street,posit,even,draw,mean","wife,low,start,scienc,avoid,green,water,televis,law,within,success,oil,result","half,rather,per,admit,import,foreign,sever,good,goal,idea,way,seat,issu,late,factor,outsid,activ,thu,famili,simpli,histori,ten,popular,particip,defens,four,mr,seri,success,figur,central","task,deal,describ,form,task,particularli,new,along,father,final",,,,,
479,sociolog,"current,commun,news,ahead,statement,special,somebodi,item,commerci,set,statement,poor,includ,boy,phone,song,protect,within,smile,energi,air","effect,especi,ga,old,enough,presid,enter","bed,larg,sit,lose,section,famili,forget,grow,comput,follow,hotel,boy,serv,subject,south,wear,newspap,could,call,wind,somebodi,teach,fast,mr,servic,cut,run","live,cultur,affect,enjoy,ahead,job,ground,note,group,relationship,minut","growth,abil,wonder,somebodi,book,respons,growth,morn,prevent,elect,quit,subject,week,water,along,realiti,site","employe,person,soon,sound,either,share,along,foreign,water,avail,polit,say,water,religi","organ,weight,carri,record,past",,
480,robot,"strong,food,friend,natur,protect,suffer,wind,modern,prove,issu,spend,site,econom,get,nation,bad,common,rise,tv,item,opportun,individu,attack","congress,hair,teach,open,clear,red,econom,ten,author,agreement,hit,charact,top,anyon","along,within,girl,write","great,realli,fact,land,white,alon,face,republican,develop","also,anoth,imag,chair,state,offici,feder,u,commerci",,,,
481,psycholog,"civil,back,phone,certain,ago,pictur,speech,pretti","democrat,soldier,wait,occur,game,short,fight,increas,sing,old,admit,instead","administr,differ,servic","memori,across,figur,war","thu,worri,none,left,bill,wait,bill,cost,includ,suffer,feder,speech","near,war,wonder,cold,ga,born,simpli,work,factor,road","war,develop,thing,step,look,back,close,reflect,decad,compar,control,clearli,law,sport,public,interest,issu,low,human,sea,fire,cover","mention,fill,recent,part,recent,scene,futur,think,oil,smile,anyon,common,inform,black,attack,green,social,respons,establish,babi,owner",
482,"person,financ","pay,often,first,floor,singl,sinc,save","summer,polit,close,civil,forward","never,church,offic,set,decid,thu,run,impact,tree,sister","team,whatev,special,author,space,middl,hot,ahead,centuri,beyond,first,write,polit,music,sometim,live,page,despit","power,energi,month,allow,buy,away,item,less,heavi,soldier,music,offer,call,militari,benefit,particip,six,help","magazin,candid,ask,world,draw,imag,page,oper,economi,peopl",,,
483,entrepreneurship,"democrat,hospit,hour,polit,strong,hope","least,cultur,polit,marriag,nation,phone,model,minut,economi,difficult,time,prove,yard,guy,eat,abl,approach","watch,race,project,help,appli,cultur,standard,alreadi,mouth,movement,hospit,bad,like,bank,sourc,group,unit,land,reflect,floor,idea,street,polici","effect,posit,pm,improv,grow,guy,none,mother,side,polici,hold,season,lawyer,hear,polici,situat,class","fund,suffer,within,evid,movi,outsid,hair,respond,beyond,product,abl,bring,articl,crime","practic,read,develop,paint,consid,often,budget,improv,free,black,summer,republican,feel,gener,child","form,local,specif,price,east,bring,world,agenc,green,someth,especi,entir,form",,
484,histori,"polic,lose,sister,let,identifi,tabl,nice","score,colleg,though,memori,blue,degre,must","scientist,much,among,think,trade,season,method,stori,phone,great","futur,outsid,next,hope,yeah,charact,tonight,decad,white,listen,reflect,wonder,take,run","director,scientist,statement,mention,age,polit,town,someth,explain,seat","card,whatev,career,place,inde,notic,realiz,may,section,result,seven,end,imag,nation,purpos,push","result,watch,sure,approach,type,child,major,car,radio,financi,worri,centuri,either,lawyer,trip,summer,author,assum,car,let,comput,garden,environment,debat,common,hotel,avoid,scene,main,differ,good",,
485,histori,"cover,offer,differ,sourc,crime,senior,leader,tree,sea,signific,attent,present,best,exactli","tend,send,relationship,worker,cultur,run,much,other,worker,recent,tend,receiv,attack,laugh,job,total","glass,view,well,feder,comput,manag,role,polit,summer,natur,former,letter,question,begin,land,nice,end,mr,necessari,take,treatment,dream","travel,year,movi,someth,listen,question,ye",,,,,
486,"health,fit","close,month,author,free,specif,window,trial,might,tough","civil,take,radio,soldier,nation,direct,product,bed,spring,career,custom,pull,man,food,note,check,improv,hospit,valu,behavior,weight,data,shoulder","month,miss,might,window,sever,former,pay,seem","enjoy,program,rang,walk,sinc,two,account","find,hour,scene,individu,green,across,signific,everyth,eye,whether,end,person","soldier,ever,fall,talk,first,knowledg,daughter,area,safe,custom,hous,quit,ahead,cultur,natur,least,matter,huge,drug,sea,five,safe",,,
487,"quantum,comput","cup,colleg,model,campaign,seat,say,street,car,day,messag,surfac","ever,show,identifi,option,option,eat,watch,everi,result,professor,news,center,need,candid,send,clearli,market,return,stop,safe,past","measur,real,give,gun,abl,import,present,troubl,fill,free,safe,main,clearli,situat,experi,congress","full,least,good,green,eye,provid,chair","join,floor,top,think,face,along,may,born,thought,wrong,safe,next,better,arm,secur,model,train,vote,confer,add,part,low,whatev,leav,everybodi","learn,writer,differ,consum",,,
488,"quantum,comput","billion,east,entir,signific,tonight,marriag,car,bag,full,land,human,possibl,later,societi,heavi,director,role,lead,industri","law,travel,owner,cover","chair,white,cut,writer,rich","protect,arriv,garden,draw,lose,share,prove,drive,project,candid,futur,busi","yard,food,travel,strategi,world,yet,provid,increas,bag","energi,pm,step,qualiti,visit,head,bag,behavior,control,becom,toward,build,specif,ball,campaign,case,new,white,music,grow,insid,becom,ask,arriv,mr,give",,,
489,sociolog,"decad,increas,prevent,enter,two,determin,rate","popular,control,player,forget,field,financi,think,languag","follow,foot,attorney,ten,section,check,north,project,cell,pick","wrong,product,deal,ga,tabl,point,space,guy,ball","program,must,data,control,partner,lawyer,upon",,,,
490,"artifici,intellig","shoulder,soon,drive,develop,howev,name,repres,huge,near,surfac,especi,head,environ,war,rock,respons,fire,item,seem,enter","station,hope,plant,centuri,structur,success,parent,trade,road,wrong","away,ball,six,anyon,see,support,pay,least,difficult",,,,,,
491,entrepreneurship,"staff,ever,chair,organ,dinner,compani,entir,choos,hospit,drive,price","dog,low,attent,much,work,presid,great,approach,vote,see,case","beyond,never,offici,studi,ahead,everyth,perform,rise,theori,save,day,even,north,plant,avoid,success,true,well,five","prove,seem,answer,prevent,run,soldier,condit,even,perform,interest,somebodi,oil,author,tell,someon,new,man,sinc,light,polit","share,polit,station","rich,catch,alon,trip,enjoy,market,much,lawyer,popular,fear",,,
492,histori,"ball,yet,identifi,line,manag,wrong,sport,within,profession,room,quit,program,involv,claim,job,area,church,age,realiti,democrat,task","secur,see,readi,current,summer,presid,one,howev,child,audienc","run,famili,almost,maintain,hotel,success,pattern,school","wind,movement,staff,pictur,home,drug,three,consum,alreadi,properti",,,,,
493,"climat,chang","method,surfac,nation,els,thu,someth,arriv","respond,matter,voic,pa,probabl,seriou,current,bodi,alway,relationship","small,away,mani,price,like,rang,involv,cold,want,physic,front,heart,think,bar,sens,question,anyon,lay,door,citi","discu,repres,articl,approach,similar,stop,citizen,alon,bad,feel,everyth,perform,may,store,seven,rise,environment,live,hundr,head,includ,soon","learn,qualiti,quit,dark,enter,hand,believ,strategi","act,full,wall,sinc,detail","like,explain,goal,pay,earli,music,attorney,democrat,abil,import,bill,newspap","loss,senior,thu,question,later,tough,republican,short,new","field,offer,industri,year,view,color,prove,film,line,seek,behind,true,stop,increas,identifi,edg,field"
494,robot,"central,father,war,thing,provid,reduc,whatev,friend,cultur,analysi,go,human","news,standard,american,often,scene,type,gener,audienc,scienc,look,perform,discuss,consid","import,cup,chair,sister,accept,pay,scientist,local,financi,exampl","get,wind,grow,commerci,stori,pattern,ask,away,carri,noth,variou,prepar,senior,inde,rather,work,life,number,rise,main,difficult,citizen","whole,return,chair,within,western,result,sound,medic,fill,fall,wish",,,,
495,histori,"decad,task,sign,peopl,easi,three,end,u,guy,right,product,order,turn,high,blood,skin,enjoy","ok,loss,power,catch,worker,coupl,tv,els,protect,recogn,alon,result,third,treatment,recent,social,section,stori,month,decad,artist,movi,suffer,mr,would,region,hotel,movement,possibl,mouth,central","pull,exactli,store,read,secur,daughter","unit,oil,person,form,though,standard,marriag,qualiti,skill,key,tell,militari","brother,involv,fight,train,data,energi,edg,cours,support,admit,thousand,later,unit,everi,voic,cut,big,consum","cost,spring","center,staff,concern,attack,kitchen,role,secur,outsid,network,develop,writer,presid","per,environment,billion,address,impact,home,author,imag,support,environment,onto,camera,give",
496,"career,develop","choic,act,item,rich,toward,knowledg,increas,draw,wide,result,determin,final,soldier,hit,father,easi,fear,popular","fill,newspap,everi,popul,everyon,region,famili,benefit,everi,growth,consum,film,explain","eat,natur,mission,box,invest,within,relat,say,tend,forget,forget,garden,rais,well,southern,either,manag","talk,base,everyon,sourc,pressur,eye,item,deal,littl,throw,agreement,career","light,human,democrat,eye,environ,contain,involv,develop,earli,forget,local,score","wide,congress,knowledg,among,past,stand,scene,insid,fall","kid,move,guy,fill,boy,enjoy,tabl,sens,street",,
497,cybersecur,"nice,decad,question,citizen,alreadi,million,futur,nearli,servic","peopl,natur,head,free,consum,speak,push,actual,recent,board,bed,former,custom,centuri,ball,size","yard,everyon,provid,moment,human,abl,movement,ask,citi,chang,opportun","cell,see,let,everybodi,seven,million,centuri,food,finish,side,thought,rais,quit","within,movi,medium,list,deal,insid,discov,yeah,long,far,ok,back,insid,interview,behavior,detail,babi,reason,perhap,coupl,gener","mouth,bed,anoth,seem,like,surfac,make,adult,issu,camera,debat,world,republican,accept,support,expert,debat,arm,develop,final,sign,educ,movement,say,social,argu","name,art,report,impact,sister,model,necessari,individu,purpos,thu,central,kid,sound,car,societi","budget,eat,teacher,enter,red,bag,profession,artist,hotel,health,beat,polici,thought",
498,"climat,chang","hard,open,agreement,hit,base,morn,market,busi,home,book,man,group","tell,practic,militari,sound,offer,live,garden,church,although,occur,church","tradit,manag,intern,rise",,,,,,
499,sociolog,"sing,mention,former,defens,clearli,sing,opportun,talk,cut,move,lawyer,machin,key,ever,around","car,seek,industri,educ,eat,show,bit,inform,realli","need,husband,hospit,firm,wait,six,seriou,citizen,ahead,score,keep,instead,attorney,program,bill,central,suddenli","els,discu,either,hard,forget,camera,treat,hair,energi,loss,behind,wrong,special,gun,econom,sit,respons,enter,busi,defens,ye,train,hand","owner,child,valu,end,rock,suddenli,stand,give,later,pretti,beat,line,troubl,church,becom,order,far,somebodi,drug,section,contain,seven","candid,mention,believ,parent,research,rest,store",,,
500,"quantum,comput","understand,audienc,current,cost,possibl,away,yard,discuss,floor,crime,rich,born,sit,player,everybodi,chair,partner,guess,cultur","degre,reason,put,tonight,event,project,stuff,fish,lawyer","note,child,televis,top,ga,hair,star,admit,watch,point,claim,take,realiti,benefit,past,mani,machin,probabl,realiz,keep,oil,carri,hous,tough","understand,avail,seek,drive,senior,relationship,anim,abl","behavior,develop,special,industri,throw,eight,simpl,histori,continu,art,dog,father,form,includ","hundr,avoid,appli,push,let,smile,ye,data,differ,nation,third,base,seek,hit,store,perhap,view,state,experi,happen,subject",,,
501,"environment,scienc","base,know,part,tell,late,knowledg,long,u,high,mouth,role,qualiti,watch,south","rule,leg,employe,notic,suddenli,pattern,deep,artist,letter,allow,opportun,station,phone,wrong,may,great,scientist,charact,exactli,third,charact,number,special","other,understand,industri,strategi,author,local,note,hundr,wonder,care","provid,improv,accept,church,size,field,surfac,peopl,war,someon,purpos,cut,intern,realiti,articl,requir,end,fear","program,figur,child,around,two","past,score,vote,sure,bad,treatment,day,anoth,educ,free,best,build,condit,pay,offic,receiv","career,break,build,organ,stock,allow,find,perhap,event,behind,materi,new,attack,mind,voic,author,box,hous,soldier,nice,meet,continu,centuri,morn",,
502,"climat,chang","design,consid,smile,sign,often,even,pay,anyon,democrat,leav,risk,statement,keep,improv,soldier,challeng,pictur,away,new,agre,chang,sure","polic,gun,team,box,glass,see,degre","buy,seven,ever,class","nice,scienc,sinc,season,reveal,larg,player,receiv,true","difficult,deal,respond,type,defens,tough,upon,eat,democrat,born","old,prevent,tough,drive,work,power,perform,color,human,heart",safe,,
503,psycholog,"area,custom,thought,import,research,ye,reveal,administr,stage,light,forward,read,debat,radio,agre,letter,beat,surfac,provid","miss,call,water,face,magazin,democrat,boy,rather,tree,job,best,nice,leav,sometim,pay,anim,choos,per","girl,continu,someon,chair,trip,feel,enjoy,fear,food","thu,creat,million,rich,larg,voic,say,benefit,camera,camera,candid,entir,live,scientist,final,watch,respons,popular,order,voic,soldier,trial,middl,within,treat,though,head,box,figur,mr,agent","gener,plant,relat,troubl,ga,receiv,rate,see,difficult,easi,month,blood,fill,confer,believ,citi,natur,presid,garden,church,seri,tend,radio,style,seek,one","method,among,none,wait,quit,southern,fight,abil,yeah,take,perform","medic,stori,third,reduc,role,garden,west,educ",,
504,cybersecur,"enough,west,econom,coupl,coupl,repres,fight,servic","treatment,budget,respons,natur,avail,result,enjoy,total,hand,realli","write,star,south,lay,els,includ,star,creat,foreign,becom,everyon,girl,job,subject,particip,choos,north,tough","process,dream,health,must,clearli,creat","fine,dark,along,action,size,abil,custom,famili","boy,level,ago,clear,respons,name,daughter,forc,probabl,card,bag,artist,safe,accept,item,buy","differ,play,maintain,green,want,draw,cultur,movi,kid,last",,
505,"artifici,intellig","kind,major,young,defens,campaign,throw,big,argu,sing,born,heart","profession,issu,like,light,worker,hous,sound","seat,yeah,pay,behavior,two,statement,total,citizen,heart,process,consid,world,magazin,manag,cours,paper,alreadi,edg,task,behind,word,throw","interest,thank,first,hous,detail,popul,word,make,amount,magazin,bank","rememb,brother,train,outsid,studi,team,physic,reduc,lawyer,whatev",,,,
506,"health,fit","congress,recent,head,offic,worker,staff,brother,within,exactli,art,road,past,figur,shake,tend,practic,similar,act,popular,babi,relat,report,third,arriv,thought","box,notic,custom","worker,rest,includ,whole,even,lot,may,girl,feel,field,mani,within","son,none,artist,perform,militari,valu,final,whatev,health,pa,live,western,room,treatment,howev,section","word,leav,boy,coach,road,bad,memori,room,pictur,organ,reason","futur,land,trial,provid,modern,write,necessari,attent,bag,hard,televis,prepar,stand,marriag,capit,babi,week,worker","line,rise,unit,compani,sourc,light,accept,free,import,laugh,trial","black,central,produc,station,free,knowledg,treatment,tv,case,tradit,profession,happi,group,back,huge,suddenli,page,father,american,project,model,last","cover,person,common,democrat,less,exist,hard,seek,understand,music"
507,educ,"bring,left,teach,let,physic,enter,manag,point,impact,tax,close,administr,suddenli,hard,within","easi,north,agreement,tabl,involv,event,fish,natur,maintain,doctor,present,readi,chanc","food,protect,late,modern,individu,nice,almost,recent,radio,huge,season,everyth,bed,properti,true,littl,expect,economi,outsid,first","easi,messag,respons,surfac,item,go,financi,even,rock,toward,west,push,across","almost,hotel,north,area,mouth,star,buy,environ","financi,wrong,smile","notic,field,act,partner,north,owner,director,experi,medic,cold,pressur,star,green,especi,send,sort,major,elect","environ,high,lawyer,set,guy,form,signific,necessari,mother,person,certain,buy,miss,child,hope,good,grow","exist,stage,member,term,firm,store,feel,heart,adult,wish,month"
508,histori,"mouth,consum,plan,mr,end,top,safe,signific,wear,race,new,clearli,difficult,believ,paper","major,eat,mention,school,stuff,reduc","offic,wonder,low,reflect,begin",,,,,,
509,"health,fit","profession,everi,chanc,page,tri,fight","nearli,presid,three,reason,citi,color,mother,safe,term,product,see","check,style,court,place,along,gener,term",,,,,,
510,"climat,chang","check,make,bit,organ,simpl,offic,less,cultur,profession,pull,skin,yet,back,instead,discu,light,tradit,area","despit,hand,size,one,agenc","seri,talk,relationship,lay,articl,scienc,skin,hundr,season,page,former,old,program,polici,base,like,degre","miss,state,militari,defens,strong,hard,togeth,three,store,nation,book,project,run,boy,natur,els,control","half,practic,three,imag,call,show,pull,lawyer,readi,product,even,rest,natur",,,,
511,"machin,learn","win,strategi,around,sister,project,later,offici,agreement,machin,insid,appear","messag,event,total,everybodi","author,fact,someth,establish,staff,still,offer,bar,strong,without,never,look,repres,strategi,wall","religi,suggest,requir","student,begin,window,defens,stock,simpl,brother,check,treat,simpli,social,mani,evid","time,mention,claim,power,soon,repres,situat","reason,impact,nation","fish,make,goal,rest,oper,congress,activ,necessari,color,spend,long,oil,hous,figur,space,recent",
512,"quantum,comput","improv,trip,compar,address,role,safe,someth,far,arm,trade,action,avail,though,western,floor,econom,task,game,necessari,perhap,particip","find,scienc,pressur,discu,seem,product,team,tabl,compani,peopl,war,technolog,per,pull,determin,recent,although,man","card,store,cut,singl,answer,republican,live,idea,poor,suddenli,high","confer,indic,fall,score,variou,outsid,polit,list,whole,resourc,abil","follow,upon,region,line,right,posit,environment,citizen,trip,even","kind,identifi,beat,style,note,rise,town,figur,three,major,nation","readi,base,certain,buy,intern,outsid,want,readi","design,everi,senior,agent,onto","back,final,five,water,common,area,els,word,ga,smile"
513,"person,financ","consum,artist,late,popular,teach,author,center,fear,social","agenc,discu,visit,record,polici,everyth,specif,begin,man,seven","million,middl,particip,decid,mani,green,catch","friend,five,choic,other,bit,rather,religi,ga,reflect,secur,requir,approach,rise,common,race,shake,hot,degre",,,,,
514,"space,explor","common,alway,usual,middl,hope,tax,sell,grow,eye,hot","soon,peac,age,vote,name,smile,law,polic,look,doctor,matter,set,fall,ground,goal,mani,nearli,teach","dinner,wife,mind","recogn,experi,season,first,repres,back,need,million","mr,respons,determin,second,kitchen","throughout,agenc,tonight,also,kind,measur,model,door,hit,forc,model,provid,look,big,action,matter,best","throughout,born,money,health,reason,choos,collect,issu",,
515,"data,scienc","give,put,technolog,exampl,stand,meet,tree,social,guess,glass","relationship,quit,cultur,environ,manag,right,success,current,gener,cell,ask,least,paper,tend,score,prove,fear,busi,meet,level","believ,cut,process,work,buy,none,abl,price,public,bring,similar,mr,short,list,tv,variou,medium","discov,hot,commerci,custom,success,fli,seat,easi,understand,structur,protect,return,feel,north,posit,experi,result,tri,enjoy,news,democrat,coupl,popul","phone,materi,tonight,bed,close,use","form,age,inde,american,western,audienc,head,student,happi,side,order,middl,artist,window,model,practic,member,line,group","decad,safe,adult,discuss,nation,deep,base,parti,may,visit,heavi,probabl,speak,organ","world,measur,movement,simpli,recogn,drug,drive,choos,comput,lay,trip,alway,method",
516,"climat,chang","score,polic,movement,among,earli,dark,name,treat,real,fill,candid,discu,subject,space,spend,stock,threat","decis,like,name,lay,sea,togeth,thank,stay,poor,end,account,usual,art,bag,medic,grow,ever,evid,establish","shoulder,choos,realiti,benefit,artist,magazin,drug,detail,imag,cultur,garden,popular,tonight,figur,act,improv","set,toward,imagin,total,argu,shake,suffer,hous,govern,decis,stock,confer","big,event,home,style,number","soon,better,measur,hit,particularli,nation,middl,seri,season,financi,add,catch,ten,later","technolog,hold,differ,rich,dark,provid,design,finish,hear,interest,thank,reason,year,hous,get,admit,break,end,price,maintain,offic,fight","may,true,pm,role,member,comput,fill,box,republican,mouth,discuss,choic,impact,claim",
517,"person,financ","enter,certain,wish,job,necessari,valu,half,qualiti,amount,board","contain,minut,quickli,rais,person,start,citi,bit,matter,hold,cut,cup","somebodi,method,research,step,affect,former,explain,pretti,secur","differ,paint,without,still,car,differ","everyth,notic,case,structur,staff,ye,book,clearli,wear,valu,sometim,cup,like,fine,profession,writer,hot,friend,militari,particularli,low","cell,summer,truth,truth,confer,within,administr,congress,chair,accept,determin,anoth,littl,economi,strong,style","turn,togeth,market,store,popul,white,ball,third,gun,medic,short,commun,adult,big,pick,pull,often,describ,capit,author,data,increas","prove,great,feel,use,invest,pretti,phone,behavior,receiv,pattern,articl,american,learn,three,drug","member,pictur,whole,turn,star,suffer,control"
518,"digit,market","job,order,bad,social,summer,televis,appli,big,govern,mention","minut,director,special,need,hundr,success,begin,expect,law,opportun,anoth,key,address,soon","learn,human,everyon,total,wish,ye",,,,,,
519,blockchain,"air,often,ga,sens,alway,issu,includ,even,worker,effect,yard,govern,data,finish,analysi,author,requir,everyth","red,lot,go,nation,race,govern,soldier,despit","fine,citi,growth,read,forc,move,heavi,compani,author,across,militari,discu,night,posit,drop,garden,owner,watch","reveal,import,civil,institut,citizen,everi,local,call,send,pretti,rest",,,,,
520,blockchain,"war,import,around,meet,garden,colleg,write,tonight,candid,tradit","pretti,ten,happi,recogn,contain,million,rest,strategi,sometim,activ,father,tree,quickli,whole,hour,claim,perform,consum,seem,chang,educ,cup,stop,star","heart,thing,easi,perform,attorney,local,confer","school,type,short,news,commun,month,home","explain,partner,still,open,north,manag,econom,peopl,throw,ok,theori,imag,commun,white,imagin,option,wall,mean,drive,paper","light,charact,assum,happen,color,babi,special,comput,tell,fill,similar,store,within,mean,establish","treat,seri,point,option,pictur,discuss,today,woman,card,pretti","peac,eye,major,cultur,instead,experi,articl,tough,want,campaign,upon",
521,histori,"run,polici,call,unit,catch","everyth,charg,score,structur,fall,statement,decid,contain,ten,theori","upon,result,low,loss,parent,maintain,fight,cover,meet","deep,argu,middl,whatev","environ,respons,draw,hundr,hand,show,risk,singl,expert,data,repres","expert,night,task,answer,commun,exampl,gun,polit,mean,modern,look,art,though,eight,control","sound,natur,child,accord,cut,usual,ahead,boy,light,collect,thank,recent,program",,
