Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
34,35,"['educ', 'cut', 'send', 'imagin', 'organ', 'stand', 'day']","['space', 'explor']","['trip', 'north', 'sourc', 'budget', 'church', 'prevent', 'still', 'send', 'lot', 'despit', 'offici', 'fund', 'hold', 'ground', 'import', 'local', 'import']","['specif', 'laugh', 'much', 'secur']","['question', 'issu', 'week', 'record', 'social', 'develop', 'data']","['night', 'littl', 'arriv', 'place', 'outsid', 'part', 'woman', 'offici', 'thousand', 'throughout', 'compani', 'result', 'consum', 'whose', 'beat', 'news', 'social', 'lose', 'arm', 'rise', 'deep']","['degre', 'eye', 'hit', 'term', 'hotel', 'leave']","['someth', 'live', 'book', 'pay', 'focu', 'tree', 'relationship', 'practic', 'money', 'room', 'thing', 'paper', 'action', 'find']","['rather', 'move', 'subject', 'laugh', 'amount', 'lead', 'say']","['box', 'middl', 'congress']",
35,36,"['religi', 'head', 'fine', 'improv', 'assum', 'republican']",['robot'],"['store', 'enter', 'carri', 'everyth', 'caus', 'region', 'would', 'mission', 'provid', 'model', 'win', 'notic', 'concern', 'eight', 'sister', 'kid', 'seem', 'well', 'even']","['wall', 'show', 'listen', 'listen', 'civil', 'light', 'everyth', 'skin']","['six', 'five', 'recent', 'question', 'threat', 'shoulder', 'store', 'fact', 'begin', 'lawyer', 'though', 'mean', 'dog', 'start']","['guess', 'best', 'larg', 'huge', 'piec', 'land', 'well', 'page', 'necessari', 'hit', 'laugh', 'bring', 'glass']","['environment', 'wife', 'strong', 'form', 'south', 'bill', 'bit', 'measur']","['style', 'sport', 'former', 'serv', 'decid', 'offer', 'mr', 'leader', 'never', 'outsid', 'employe', 'letter', 'spring', 'billion', 'market', 'togeth', 'owner', 'beauti', 'form', 'side', 'expert', 'impact', 'among', 'four']","['live', 'among', 'analysi', 'civil', 'miss', 'tonight', 'design', 'million', 'major']","['miss', 'throw', 'leave', 'second', 'say', 'class', 'protect', 'control', 'wrong', 'friend', 'polit', 'cours', 'polit', 'appli', 'simpl']",
36,37,"['push', 'realiz', 'first', 'work', 'quickli', 'offic', 'tri', 'start', 'color', 'actual', 'skill', 'serv', 'audienc', 'bank', 'oil']","['quantum', 'comput']","['fli', 'enter', 'place', 'peopl', 'differ', 'tv', 'unit', 'easi', 'like', 'market', 'tabl', 'less', 'night', 'know', 'environment', 'first', 'mani', 'fine', 'site']","['parti', 'back', 'yard', 'hand', 'whose']","['peopl', 'answer', 'next', 'confer']","['right', 'fund', 'ok', 'notic', 'least', 'rule', 'technolog', 'great', 'rais', 'space']","['learn', 'recent', 'meet', 'execut']","['deep', 'address', 'chair', 'articl', 'pattern', 'reduc']","['energi', 'govern', 'win', 'serv', 'manag', 'easi', 'earli', 'articl', 'book', 'materi', 'blue', 'go', 'beat', 'newspap', 'behavior', 'futur', 'decid']",,
37,38,"['lead', 'answer', 'plan', 'write', 'church', 'teach', 'properti', 'profession', 'relat', 'seek', 'treat', 'nation']","['person', 'financ']","['worri', 'bad', 'seven', 'enough', 'environ']","['debat', 'dream', 'task', 'smile', 'case', 'movi', 'candid', 'decid', 'term', 'whose', 'organ', 'catch', 'accord', 'well', 'list', 'past', 'usual', 'nation', 'pretti', 'owner', 'game', 'effect']","['former', 'number', 'push', 'save', 'natur', 'law', 'walk', 'scene', 'war', 'choos']",,,,,,
38,39,"['challeng', 'must', 'scienc', 'activ', 'answer', 'six', 'type', 'price']","['digit', 'market']","['lead', 'huge', 'servic', 'discus', 'ok', 'statement', 'posit', 'strategi', 'invest', 'worker']","['place', 'rang', 'thank', 'number', 'school', 'kid', 'talk', 'see', 'sell']","['statement', 'environment', 'hit', 'spring', 'wonder', 'quickli', 'studi', 'howev', 'peopl', 'plant']","['continu', 'final', 'huge', 'like']","['day', 'term', 'hundr', 'use']","['hospit', 'teach', 'leader', 'skill', 'go', 'somebodi', 'serv', 'tri', 'choic', 'instead', 'spend', 'question', 'human', 'suggest', 'sinc', 'anyon']","['dark', 'develop', 'write', 'senior', 'next', 'execut', 'soon', 'everyth', 'big', 'result', 'member', 'economi', 'ahead', 'fine']",,
39,40,"['train', 'exampl', 'parti', 'bill', 'even', 'rich', 'carri']","['data', 'scienc']","['throughout', 'opportun', 'part', 'final', 'idea', 'govern', 'space', 'ball', 'keep', 'bill']","['newspap', 'art', 'valu', 'store', 'presid']","['affect', 'later', 'pick', 'six', 'tonight']","['suddenli', 'leader', 'tonight', 'call', 'success', 'stori', 'quit', 'realli', 'public', 'consid']","['road', 'member', 'suggest', 'follow', 'stock', 'posit', 'anim', 'call']","['discuss', 'hour', 'consid', 'life', 'later', 'answer', 'occur', 'add', 'hard', 'languag', 'player', 'challeng', 'though', 'question']","['ten', 'train', 'watch', 'mr', 'machin', 'right', 'bring', 'quit', 'right']","['stay', 'especi', 'turn', 'parent', 'purpos', 'discus']",
40,41,"['group', 'along', 'knowledg', 'peac', 'establish', 'research', 'outsid', 'sort', 'coach', 'method', 'protect', 'size']","['digit', 'market']","['wish', 'cultur', 'pressur', 'race', 'woman', 'system', 'paint', 'place', 'forget', 'teacher', 'mission', 'spend', 'train', 'buy', 'mr', 'water', 'kitchen', 'note', 'total', 'ask', 'true']","['lot', 'word', 'last', 'water', 'buy']","['fine', 'site', 'race', 'societi', 'citizen', 'green', 'dream', 'floor', 'sister', 'long']","['offer', 'machin', 'tri', 'seriou', 'skin', 'larg']","['sort', 'prevent', 'report', 'option', 'factor', 'decis', 'arriv', 'consid', 'number', 'across', 'hope', 'fire']","['person', 'away', 'profession', 'specif', 'start', 'full', 'admit', 'number', 'improv', 'insid', 'signific', 'scienc', 'alreadi', 'option', 'speak', 'fill', 'despit', 'beat', 'could', 'everyth', 'interest', 'finish', 'nearli', 'civil', 'lawyer']","['per', 'consum', 'way', 'market', 'sens', 'leav', 'public', 'offer', 'order', 'manag', 'popul', 'beat', 'magazin', 'seriou', 'would', 'exist', 'student']",,
41,42,"['appli', 'past', 'offic', 'none', 'organ', 'futur', 'pick', 'necessari', 'south']","['machin', 'learn']","['attorney', 'team', 'posit', 'pay', 'treat', 'enough', 'eye', 'offic', 'six', 'pm', 'effect', 'could', 'per']","['record', 'probabl', 'point']","['civil', 'pressur', 'knowledg', 'benefit', 'growth']","['face', 'first', 'even', 'realiti', 'whole']",,,,,
42,43,"['notic', 'particip', 'box', 'interest', 'one', 'appli', 'stop', 'civil', 'econom', 'next']",['blockchain'],"['admit', 'see', 'final', 'base', 'environment', 'thu', 'arriv', 'natur', 'want', 'option']","['simpli', 'garden', 'discov', 'languag', 'full', 'life', 'econom', 'tri']","['thing', 'leave', 'toward', 'camera', 'economi', 'run', 'bit', 'defens', 'explain', 'partner', 'like', 'includ', 'action', 'civil', 'wonder', 'success', 'air', 'tabl', 'last', 'sever', 'fight']","['boy', 'trade', 'control', 'tv', 'social', 'tree', 'truth', 'audienc', 'detail', 'medium', 'leader', 'recent', 'el', 'custom', 'mr', 'popul', 'event', 'pick', 'center', 'time', 'task', 'lead']","['wife', 'occur', 'want', 'forward', 'account', 'size', 'dinner', 'risk', 'yeah', 'board', 'entir', 'rock', 'movi', 'research', 'hair', 'eat', 'believ', 'tonight', 'add', 'articl', 'throughout', 'firm', 'allow', 'bar', 'four', 'institut', 'collect', 'wait', 'alway']","['well', 'hair', 'north', 'door', 'relat', 'mention', 'tend', 'somebodi', 'drug', 'billion', 'specif', 'state']","['forc', 'note', 'situat', 'black', 'age', 'far', 'particip', 'letter', 'determin', 'model', 'realli', 'tri', 'small', 'final', 'resourc']","['american', 'without', 'drive', 'hour', 'simpli', 'career', 'prepar', 'nice', 'suffer', 'republican', 'continu', 'situat']","['enjoy', 'rang', 'mean', 'ground', 'interest', 'alway', 'seven', 'list', 'analysi', 'yard', 'per', 'prepar', 'soldier', 'save']"
43,44,"['lay', 'man', 'rememb', 'real', 'confer', 'heart', 'record', 'may', 'later', 'window']","['artifici', 'intellig']","['coupl', 'meet', 'bank', 'car', 'respons', 'newspap', 'next', 'soldier', 'realiz', 'seat', 'notic', 'hour', 'insid', 'cup', 'brother', 'per', 'song']","['mother', 'rise', 'fall', 'home', 'task', 'tree', 'entir']","['probabl', 'team', 'half', 'sometim', 'rest', 'summer', 'road', 'adult', 'respons', 'rule', 'ground', 'risk', 'instead', 'leg', 'firm', 'establish', 'fire', 'road', 'troubl']","['blood', 'continu', 'across', 'factor', 'hair', 'question', 'model', 'start', 'time', 'boy', 'last', 'almost', 'live', 'sit', 'must']","['serv', 'countri', 'fact', 'mission', 'tough', 'magazin', 'recent', 'factor', 'year', 'dinner', 'pm', 'particular', 'nice', 'close', 'import', 'leg', 'draw', 'local', 'popular']",,,,
44,45,"['far', 'let', 'simpli', 'address', 'air', 'scientist', 'crime', 'special', 'suffer', 'cell', 'histori', 'whole']",['sociolog'],"['cut', 'enter', 'million', 'shoulder', 'secur', 'inform', 'thousand', 'light', 'mention', 'shake', 'career']","['current', 'provid', 'address', 'use', 'commerci', 'open', 'confer']","['like', 'u', 'man', 'news', 'medic', 'risk', 'develop', 'capit', 'babi', 'paint', 'expert', 'sister', 'leg', 'big', 'firm', 'head', 'room', 'littl']","['cost', 'break', 'enough', 'televis', 'understand', 'remain', 'must', 'star', 'week', 'deal']","['method', 'institut', 'bank', 'card', 'take', 'may', 'local', 'cold', 'station']","['like', 'memori', 'seem', 'industri', 'technolog', 'deep', 'cultur', 'babi', 'lead', 'fight', 'heart', 'rule', 'church', 'hot', 'mayb', 'bodi', 'outsid', 'someth', 'properti']","['properti', 'believ', 'american', 'fear', 'gener', 'staff', 'five']",,
45,46,"['sea', 'short', 'section', 'anyth', 'order', 'forward', 'commerci']","['artifici', 'intellig']","['factor', 'sound', 'moment', 'support', 'space']","['realiti', 'yeah', 'articl', 'local', 'whose', 'town', 'piec', 'exist', 'tabl']","['part', 'well', 'bodi', 'feder', 'unit', 'happi', 'later', 'garden', 'ball', 'insid', 'medic', 'prove', 'would', 'doctor', 'threat', 'gun', 'set', 'food', 'trade', 'game', 'onto']",,,,,,
46,47,"['scientist', 'sure', 'film', 'call', 'import']",['psycholog'],"['anyon', 'movement', 'word', 'carri', 'control', 'way', 'dog', 'factor', 'garden', 'well', 'prepar', 'necessari', 'join', 'challeng', 'sens', 'design', 'meet', 'beyond', 'subject', 'properti', 'indic', 'leader', 'store', 'deep', 'cut', 'organ']","['visit', 'toward', 'movement', 'fill', 'must', 'claim', 'news', 'job', 'abl', 'mr', 'least', 'piec', 'pretti', 'talk', 'stay', 'agreement']","['avoid', 'particular', 'small', 'meet', 'author', 'hope']",,,,,,
47,48,"['final', 'benefit', 'though', 'month', 'health', 'stuff', 'anoth', 'decis']","['person', 'financ']","['respons', 'carri', 'moment', 'ok', 'claim', 'degre', 'unit', 'choos', 'send', 'beyond', 'ahead', 'materi', 'realiti', 'father', 'three', 'director']","['ever', 'histori', 'writer', 'anim', 'meet', 'late', 'determin', 'reflect', 'plan', 'wind', 'manag', 'quickli', 'rather', 'analysi', 'exampl', 'back', 'direct', 'sing', 'chang']","['never', 'anyon', 'offer', 'win', 'caus', 'prevent', 'light', 'less', 'wait', 'truth', 'analysi', 'bear', 'mean']","['admit', 'current', 'light', 'provid', 'figur', 'rais', 'certain', 'offic']","['hit', 'alreadi', 'exist', 'describ', 'secur', 'ask', 'task', 'even', 'allow', 'person', 'reach']","['offer', 'test', 'old', 'threat', 'dark', 'deal', 'food', 'respons', 'happi', 'provid', 'check', 'perform', 'term', 'wall', 'start', 'everi']","['start', 'second', 'section']","['tri', 'data', 'forward', 'front', 'paint', 'brother', 'fast', 'movement', 'trade', 'lose', 'ten', 'help', 'messag', 'seat', 'author', 'hard', 'foot', 'even']",
48,49,"['price', 'establish', 'throughout', 'away', 'state']","['environment', 'scienc']","['simpli', 'effect', 'feel', 'explain', 'lawyer', 'popul', 'write']","['scienc', 'behavior', 'moment', 'prevent', 'argu', 'stuff', 'ball', 'hope', 'still', 'exactli', 'red', 'gener', 'actual', 'degre', 'individu', 'bill', 'first', 'ball', 'section']","['yard', 'beauti', 'singl', 'leav', 'shake', 'form', 'relationship', 'futur', 'tonight', 'ever', 'like']","['eight', 'good', 'kitchen', 'measur', 'box', 'race', 'special', 'past', 'qualiti', 'avail', 'leav', 'camera', 'true', 'interest', 'degre', 'former', 'matter', 'strategi', 'reach', 'everybodi']","['stage', 'respons', 'make', 'agre', 'million', 'el', 'centuri', 'whose', 'look', 'car']","['crime', 'cold', 'bear', 'chang', 'wait', 'evid', 'reveal', 'administr', 'take', 'alreadi', 'arriv', 'music', 'marriag']","['variou', 'wish', 'activ', 'happen', 'prepar', 'purpos', 'special', 'exampl', 'right', 'financi', 'method', 'alreadi', 'specif', 'mani']",,
49,50,"['sport', 'el', 'page', 'deep', 'enjoy', 'candid', 'cultur', 'tri', 'water']","['digit', 'market']","['american', 'agent', 'institut', 'current', 'polici']","['sport', 'offici', 'cut', 'singl', 'none', 'happen', 'parent', 'support', 'middl', 'drug', 'three', 'sourc', 'walk', 'hous', 'state', 'hear', 'case', 'point', 'key', 'singl', 'career', 'laugh', 'insid', 'consid', 'paint']","['radio', 'ten', 'view', 'support', 'perhap', 'middl', 'learn', 'later', 'draw', 'popular', 'writer', 'put', 'like', 'simpli', 'kind', 'anyth', 'current', 'even', 'place', 'marriag', 'coach', 'quit', 'ball', 'fill', 'compani']","['realli', 'leg', 'continu', 'high', 'person', 'talk', 'blood', 'soon', 'militari', 'wear', 'behind', 'thu', 'actual', 'support', 'grow', 'field', 'anyon', 'follow', 'day', 'elect']","['produc', 'import', 'appear', 'full', 'mr', 'variou', 'stori', 'set', 'beat', 'behind']","['believ', 'allow', 'near', 'cost', 'fund', 'gener', 'sometim', 'posit', 'stage', 'artist', 'interest', 'quickli', 'respond', 'nice']","['section', 'matter', 'alway', 'tv', 'even', 'dream', 'success', 'profession', 'woman', 'name', 'especi', 'page']",,
50,51,"['still', 'famili', 'chang', 'cultur', 'statement', 'interest', 'voic', 'throw', 'around', 'stuff', 'trade', 'station', 'war']","['environment', 'scienc']","['often', 'art', 'commun', 'import', 'exactli', 'leave', 'accept']","['trade', 'build', 'want']","['let', 'visit', 'main', 'figur']","['relat', 'give', 'believ', 'threat', 'decis', 'threat', 'wrong', 'movi', 'stuff', 'insid', 'consid', 'medium', 'true', 'mind']","['check', 'citi', 'subject', 'readi', 'whose', 'model', 'often', 'among', 'boy', 'right', 'talk', 'boy', 'insid', 'alreadi', 'wonder', 'young']",,,,
51,52,"['forc', 'least', 'face', 'blood', 'know', 'class', 'coach', 'simpli', 'rule', 'game']","['career', 'develop']","['congress', 'model', 'room', 'explain', 'air', 'space', 'compani', 'anyon', 'attack', 'togeth', 'son', 'group']","['air', 'window', 'model', 'upon', 'rather', 'simpl', 'total', 'whether', 'site', 'yet', 'dinner', 'art', 'protect', 'member', 'ye', 'money', 'receiv', 'serv', 'charact']","['whole', 'first', 'build', 'popular', 'agreement']","['feel', 'tradit', 'power', 'pictur', 'want', 'year']","['manag', 'money', 'coach', 'second', 'letter', 'public', 'even', 'rock', 'quickli', 'place', 'polici', 'life', 'son', 'machin', 'reflect', 'polici', 'war', 'main', 'cost']","['posit', 'wrong', 'agent', 'commun', 'resourc', 'need', 'travel', 'scene', 'anim', 'data', 'food', 'final', 'sinc', 'chang', 'three', 'mani', 'arm', 'ask', 'assum', 'address', 'polic', 'environ', 'field', 'decad', 'across', 'prevent']","['size', 'hope', 'summer', 'improv', 'key', 'evid', 'scientist', 'door', 'well', 'mouth']","['noth', 'feder', 'although', 'side', 'hard', 'night', 'singl', 'machin', 'commerci', 'question', 'cultur', 'respond']","['finish', 'around', 'respond', 'room', 'group', 'bed', 'real', 'ago', 'ok', 'properti', 'continu', 'rest', 'network', 'market', 'color', 'past', 'top', 'could', 'futur']"
52,53,"['discus', 'analysi', 'consid', 'militari', 'signific', 'candid']","['quantum', 'comput']","['room', 'happen', 'profession', 'dinner']","['would', 'billion', 'tv', 'alreadi', 'section']","['idea', 'signific', 'buy', 'u', 'author']","['month', 'pattern', 'year', 'technolog', 'author', 'noth', 'realli', 'need', 'exist', 'blood', 'perhap']","['standard', 'notic', 'market', 'meet', 'technolog', 'commun', 'want', 'invest', 'beauti', 'long', 'forget', 'imag', 'summer', 'everi', 'check', 'cultur', 'describ', 'perform', 'pattern', 'western', 'race', 'sure', 'mean', 'sen', 'draw']","['pretti', 'paint', 'physic', 'exist']","['day', 'father', 'air', 'realiti', 'stuff', 'place', 'imag', 'realiti', 'mani', 'writer', 'type', 'imag', 'lead', 'beat', 'allow', 'caus', 'join']","['also', 'interview', 'fall', 'sit', 'brother', 'rememb', 'power', 'goal']",
53,54,"['could', 'avail', 'commun', 'night', 'discov', 'tree', 'game', 'particularli', 'compani', 'best', 'return']",['sociolog'],"['order', 'summer', 'start', 'market', 'boy', 'score', 'check', 'throw', 'upon', 'recogn', 'inde', 'el', 'cultur']","['radio', 'charg', 'site', 'insid', 'follow', 'close', 'citi', 'argu', 'among', 'sens', 'age', 'today']","['gun', 'offic', 'team', 'reason', 'task', 'note', 'american', 'singl', 'either', 'adult', 'sing']","['plan', 'natur', 'paper', 'compani', 'step', 'site', 'wish', 'evid', 'littl', 'money', 'although', 'cover', 'challeng', 'state', 'around', 'bank']","['kid', 'strong', 'back', 'act']",,,,
54,55,"['way', 'room', 'six', 'save', 'seri', 'far', 'take', 'parti', 'guy', 'leg']","['artifici', 'intellig']","['qualiti', 'red', 'start', 'mission', 'fish', 'gun', 'view', 'cultur', 'stock', 'understand', 'serv']","['daughter', 'tri', 'lose', 'task', 'recent', 'bit', 'manag', 'four', 'meet', 'ball', 'entir', 'usual', 'hot', 'bit', 'everi', 'caus', 'commun', 'pas']","['materi', 'audienc', 'moment', 'guy', 'drop', 'specif', 'perhap', 'west', 'caus', 'wonder', 'look']","['among', 'tonight', 'boy', 'book', 'eat', 'small', 'let', 'smile', 'heavi', 'wife', 'free', 'think', 'approach', 'hair', 'well']","['program', 'age', 'doctor']","['polit', 'simpl', 'sort', 'start', 'indic', 'pm', 'box', 'word', 'rather']","['might', 'travel', 'gun', 'light', 'organ', 'fast', 'common', 'account', 'properti', 'record', 'debat', 'write', 'yeah']","['air', 'capit', 'alway', 'offer', 'leg', 'safe', 'rather', 'even', 'follow', 'strategi', 'offer', 'class', 'abl', 'nearli', 'cold', 'realiti', 'choos', 'summer', 'hous']","['intern', 'democrat', 'sever', 'tv', 'build', 'world', 'rememb', 'instead', 'instead', 'north', 'improv']"
55,56,"['career', 'thing', 'network', 'eat', 'parti', 'model', 'democrat', 'natur', 'fill', 'color', 'white', 'usual', 'compar', 'bar']",['psycholog'],"['effort', 'commun', 'appear', 'let', 'vote', 'sound', 'score', 'rang', 'resourc', 'sing', 'east', 'cell', 'book', 'thank', 'art', 'song', 'eight', 'leave', 'specif', 'director']","['pattern', 'find', 'babi', 'take', 'sure', 'wait', 'ga', 'receiv', 'bodi', 'receiv', 'today']","['understand', 'tv', 'dream', 'front', 'sound']",,,,,,
56,57,"['fli', 'situat', 'tradit', 'situat', 'particularli', 'candid', 'machin', 'hotel', 'singl', 'order', 'new', 'learn', 'stand']","['person', 'financ']","['nation', 'pull', 'abl', 'argu']","['skill', 'wrong', 'floor', 'contain', 'yeah', 'job', 'increas', 'doctor', 'onto', 'issu', 'busi', 'east', 'fear']","['event', 'tabl', 'site', 'lay', 'per', 'wear', 'huge', 'support', 'without', 'place', 'adult', 'yard', 'certain', 'beat', 'abil', 'miss', 'caus', 'rate']","['pick', 'day', 'choic', 'although', 'order', 'month', 'front', 'expert', 'moment', 'blood']","['establish', 'push', 'maintain', 'career', 'form', 'statement', 'mind', 'societi', 'fire', 'clear', 'paper', 'execut', 'agreement', 'impact', 'boy', 'imagin', 'shake', 'lose', 'write', 'well', 'natur', 'base']","['institut', 'forward', 'memori', 'attent', 'behind', 'blood', 'director', 'simpl', 'speech', 'relationship', 'toward']","['fight', 'program', 'drug', 'someon', 'seem', 'trip', 'exampl', 'daughter', 'rich', 'feder', 'big', 'perhap', 'insid', 'feel', 'machin', 'languag', 'control', 'bad', 'court', 'tradit', 'differ', 'activ']","['stay', 'drop', 'hold', 'tax', 'idea', 'interest', 'concern', 'energi', 'scientist', 'turn', 'hit', 'live', 'director']","['still', 'pressur', 'garden', 'busi', 'focu', 'back', 'term', 'get', 'buy']"
57,58,"['fli', 'anyon', 'southern', 'wall', 'three', 'power', 'around', 'threat', 'mean', 'someon']","['web', 'develop']","['admit', 'run', 'member', 'fact', 'trial', 'song', 'activ', 'pull', 'would', 'success', 'store', 'reveal', 'real', 'newspap', 'writer', 'gener', 'case', 'control']","['child', 'probabl', 'servic', 'head', 'provid', 'goal', 'parent', 'along', 'hold', 'approach', 'toward', 'drug']","['exactli', 'enjoy', 'focu', 'season', 'page', 'candid', 'fast', 'anyon']","['rais', 'movi', 'half', 'somebodi', 'word', 'speech', 'town', 'rest', 'rais', 'sell', 'close', 'nice', 'end', 'bit', 'enough', 'night', 'market']","['countri', 'societi', 'face', 'fact', 'book', 'purpos', 'soldier', 'miss', 'sen', 'trial']",,,,
58,59,"['offic', 'comput', 'care', 'choic', 'tradit', 'evid', 'project', 'hour']","['climat', 'chang']","['parent', 'gun', 'mission', 'reveal', 'name', 'avail']","['benefit', 'hot', 'ahead', 'season', 'medic', 'impact', 'father', 'stock', 'free', 'affect']","['somebodi', 'word', 'today', 'avoid', 'stay', 'human', 'train', 'educ', 'govern', 'home', 'thousand', 'mention', 'walk', 'stay', 'sit', 'perhap', 'deep', 'countri', 'medic', 'minut', 'much', 'face', 'analysi', 'measur', 'manag']","['set', 'like', 'new', 'factor', 'evid', 'task']","['per', 'open', 'region', 'tonight', 'economi', 'item', 'wife', 'lay', 'medium', 'save', 'air', 'abl', 'democrat', 'ago', 'even', 'foreign', 'custom', 'carri', 'special', 'south', 'mission', 'figur']",,,,
59,60,"['describ', 'late', 'night', 'individu', 'feel', 'dark']","['environment', 'scienc']","['kitchen', 'grow', 'throughout', 'exampl', 'capit', 'employe', 'white', 'treat', 'wear', 'coach']","['debat', 'risk', 'forc', 'tonight', 'whole', 'billion', 'rememb', 'leave', 'messag', 'must', 'compani', 'research', 'offici', 'execut']","['quickli', 'turn', 'institut', 'check', 'maintain', 'choic', 'simpl', 'soldier', 'land', 'major', 'articl', 'true', 'final', 'deep']","['manag', 'specif', 'explain', 'despit', 'shoulder', 'wonder', 'top']","['laugh', 'campaign', 'door', 'trade', 'hous', 'establish', 'statement', 'effect', 'agreement', 'discus', 'bag', 'suggest', 'includ', 'face', 'citizen', 'think', 'popul', 'avail']","['also', 'ground', 'materi', 'outsid', 'respons', 'south', 'man', 'rate']","['report', 'knowledg', 'fast', 'product', 'wall', 'hot', 'mayb', 'necessari', 'full', 'see']","['month', 'job', 'admit', 'either', 'radio', 'hear', 'variou', 'outsid', 'noth', 'assum', 'work', 'air', 'ever']",
60,61,"['garden', 'help', 'contain', 'score', 'polic', 'idea']",['blockchain'],"['style', 'adult', 'west', 'perform', 'time', 'manag', 'televis', 'militari', 'mind', 'away', 'attack', 'southern', 'hope', 'involv', 'mention', 'commun', 'later', 'less', 'say', 'specif', 'hous', 'number', 'vote', 'discov', 'car', 'add']","['tax', 'bank', 'father', 'lot', 'sister', 'fact', 'worker', 'paper', 'readi', 'card', 'articl']","['full', 'indic', 'prove', 'manag', 'daughter', 'differ', 'energi', 'popul', 'oil', 'cell', 'car', 'store', 'expect', 'commerci', 'write', 'let', 'firm', 'bodi']","['prepar', 'easi', 'challeng', 'board', 'turn', 'mind', 'note']","['technolog', 'black', 'watch', 'qualiti', 'put', 'produc', 'point', 'radio', 'realiti', 'catch', 'foreign', 'base', 'despit', 'howev', 'rock']","['stock', 'defens', 'affect', 'seven', 'nation', 'beyond', 'cours', 'probabl', 'account', 'popul', 'even', 'home', 'wear', 'stand', 'polit']","['around', 'onto', 'door', 'crime', 'product', 'happen', 'across', 'father']","['play', 'win', 'paint', 'air', 'assum', 'includ', 'two', 'board', 'could', 'hand', 'realiz', 'countri', 'area', 'method', 'process', 'carri']",
61,62,"['matter', 'carri', 'agreement', 'site', 'languag', 'stop', 'five', 'push', 'present', 'church', 'anoth', 'light']","['space', 'explor']","['govern', 'billion', 'section', 'recent', 'statement', 'fish', 'inform', 'measur', 'indic', 'lot']","['point', 'draw', 'environ', 'human', 'chanc', 'site', 'theori', 'region', 'cultur', 'word', 'clearli', 'goal', 'task']","['score', 'memori', 'short', 'music', 'probabl', 'side', 'abil', 'see', 'seek', 'econom']","['power', 'young', 'day', 'laugh', 'catch', 'cultur', 'industri', 'control', 'chang', 'add', 'chang', 'futur', 'parent', 'shake', 'back', 'reveal', 'ok', 'suddenli', 'gun', 'star', 'babi', 'mention', 'larg', 'least']","['economi', 'gun', 'upon', 'lot', 'receiv', 'mouth', 'full']","['argu', 'scene', 'hospit', 'benefit', 'let', 'worri', 'candid', 'govern', 'arriv', 'old', 'hear']","['elect', 'heart', 'miss', 'back', 'imagin', 'cover', 'film', 'task', 'person', 'doctor', 'key', 'pm', 'chanc', 'somebodi', 'certain']","['rate', 'game', 'lose', 'group', 'includ', 'tv', 'respons', 'tax', 'turn', 'rememb', 'side', 'variou', 'involv', 'around', 'american', 'use', 'variou', 'threat']",
62,63,"['determin', 'form', 'lose', 'kind', 'theori', 'pattern', 'soon', 'along', 'nation', 'treatment', 'possibl', 'stuff']","['person', 'financ']","['enjoy', 'everybodi', 'level', 'lead', 'coach', 'exampl', 'free', 'arm', 'understand', 'store', 'forget']","['reveal', 'front', 'paper', 'coach', 'carri', 'particularli', 'mind', 'cold', 'box', 'must']","['support', 'student', 'moment', 'protect', 'blue']","['determin', 'spend', 'long', 'get', 'growth', 'model', 'wife', 'product', 'natur', 'tonight', 'occur']","['comput', 'happi', 'teacher', 'away', 'wide', 'ground', 'leader', 'could', 'democrat', 'probabl', 'build', 'prove', 'wind']","['learn', 'power', 'repres', 'improv', 'lay', 'mind', 'blood', 'modern', 'pay', 'commun', 'noth', 'form', 'high']","['team', 'improv', 'player', 'true', 'major', 'spring', 'discus', 'tax', 'late', 'wind', 'wear']","['leav', 'execut', 'citizen', 'young']","['admit', 'daughter', 'big', 'republican', 'market', 'woman', 'real', 'ever', 'dinner', 'see', 'sure', 'cover', 'plan', 'mission', 'rather', 'exampl', 'physic', 'build', 'remain', 'wall', 'audienc', 'let', 'appli', 'final']"
63,64,"['singl', 'drive', 'presid', 'wife', 'increas', 'interest', 'seek']","['career', 'develop']","['thing', 'situat', 'feel', 'research', 'hous', 'someth', 'contain', 'list', 'none', 'especi', 'million', 'even', 'grow', 'creat', 'show', 'sourc', 'glass', 'kind', 'start']","['base', 'care', 'four', 'ahead', 'prepar', 'dream', 'set', 'mother', 'lawyer', 'tri']","['guy', 'like', 'seri']","['mean', 'view', 'anim', 'although', 'cover']","['one', 'resourc', 'crime', 'offer', 'network', 'effect', 'catch', 'polit', 'arriv', 'recent', 'produc', 'top', 'begin', 'begin', 'messag']","['line', 'father', 'paper', 'hear', 'quickli', 'sort', 'busi', 'feel']","['support', 'trade', 'relat', 'add', 'leader', 'creat', 'rest', 'sell', 'identifi', 'race', 'leg', 'leg', 'per']","['claim', 'newspap', 'pattern', 'pay', 'hous', 'rememb', 'human', 'factor', 'owner', 'everyon', 'establish', 'educ']",
